pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
argument_frede_2011_alexander_libertarian_dead_end__argument_frede_2011_christianity_anti_gnostic_anti_astral_motivation,argument,argument_frede_2011_alexander_libertarian_dead_end,Alexandre d'Aphrodise = ancêtre direct du libre arbitre moderne vicié (Frede 2011),argument_frede_2011_christianity_anti_gnostic_anti_astral_motivation,Le motif chrétien d'investir le libre arbitre = polémique anti-gnostique et anti-astrale (Frede 2011),0.47,0.23,0.3-0.7,argument_frede_2011_alexander_libertarian_dead_end,label_token_overlap,"Argument Frede 2011 ch. 6 (p. 95-101) + Conclusion (p. 177-178). Premises: (P1) Alexander requires that an action be free only if the agent could, in identical internal-and-external circumstances, hav",Argument Frede 2011 Ch. 7 (p. 114-121). The massive interest of Christians from the second to the fourth centuries in free will has no theological-revelatory source: (1) Scripture provides no technica
argument_bobzien_2001_b1_synkatathesis_psychology_action__scholarly_argument_bobzien_chrysippus_s_compatibilism_3,argument,argument_bobzien_2001_b1_synkatathesis_psychology_action,Bobzien 2001 — Synkatathesis (assent) at the centre of Chrysippus’ psychology of action,scholarly_argument_bobzien_chrysippus_s_compatibilism_3,Bobzien: Moral responsibility is preserved through the cylinder and cone analogy: anteced,0.47,0.51,0.3-0.7,scholarly_argument_bobzien_chrysippus_s_compatibilism_3,description_token_overlap,"Reconstruction Bobzien 2001 §6.1.2 (p. 239-242) + §6.3.5: Stoic psychology of action places synkatathesis (συγκατάθεσις, assent) at the centre. Sequence: (1) an impression (phantasia) presents itself ",Chrysippus's compatibilism — Moral responsibility is preserved through the cylinder and cone analogy: antecedent/external causes (the push) are distinguished from the internal nature of the agent (the
scholarly_argument_fischer_moral_responsibility_without_a_1__scholarly_argument_fischer_sourcehood_and_reasons_respons_2,argument,scholarly_argument_fischer_moral_responsibility_without_a_1,"Fischer: Moral responsibility requires only 'guidance control,' not 'regulative control' ",scholarly_argument_fischer_sourcehood_and_reasons_respons_2,Fischer: The kind of control relevant to moral responsibility is 'sourcehood'—the action ,0.46,0.49,0.3-0.7,scholarly_argument_fischer_sourcehood_and_reasons_respons_2,description_token_overlap;label_token_overlap,"moral responsibility without alternative possibilities — Moral responsibility requires only 'guidance control,' not 'regulative control' (the ability to do otherwise). Guidance control involves the ac","Fischer's account of guidance control has two chief elements: the mechanism issuing in action must be the agent's own, and it must be appropriately reasons-responsive; 'mechanism' means only the proce"
work_origen_commentary_genesis__work_origen_commentary_john,work,work_origen_commentary_genesis,"Origène, Commentaire sur la Genèse",work_origen_commentary_john,"Origène, Commentaire sur Jean",0.46,0.17,0.3-0.7,work_origen_commentary_john,description_token_overlap;label_token_overlap,"Origen's Commentary on Genesis in 13 books, composed around 230 in Alexandria. A work lost in the direct tradition. A substantial fragment of Book III is preserved in Greek in the Philocalia ch. 23 (J","Origen's Commentary on the Gospel of John in 32 books, a major exegetical work begun around 230 in Alexandria and continued for several years in Caesarea. Partially preserved: books I, II, VI, X, XIII"
scholarly_argument_gibbons_assent_and_character_ground_embodied_autonomy__scholarly_argument_gibbons_origen_s_theory_of_autonomy_an_0,argument,scholarly_argument_gibbons_assent_and_character_ground_embodied_autonomy,Gibbons: assent and character ground Origenian autonomy without alternative possibilities,scholarly_argument_gibbons_origen_s_theory_of_autonomy_an_0,Gibbons: Origen's autonomy does not require alternative possibilities (the ability to do ,0.46,0.21,0.3-0.7,scholarly_argument_gibbons_assent_and_character_ground_embodied_autonomy,description_token_overlap;label_token_overlap,Gibbons argues that Origen's account of embodied autonomy is substantially Stoic: rational beings are authors of their actions because proairesis can assent or dissent to the propositional content of ,"Origen's theory of autonomy and free will — Origen's autonomy does not require alternative possibilities (the ability to do otherwise); rather, it requires that every human being have available the mo"
scholarly_argument_king_augustine_s_manichaean_period__1__scholarly_argument_king_augustine_s_rejection_of_manic_2,argument,scholarly_argument_king_augustine_s_manichaean_period__1,King: Augustine was attracted to Manichaeanism because it explained evil through duali,scholarly_argument_king_augustine_s_rejection_of_manic_2,King: Augustine became disillusioned with Manichaeanism due to its false empirical cla,0.46,0.2,0.3-0.7,scholarly_argument_king_augustine_s_manichaean_period__1,description_token_overlap;label_token_overlap,"Augustine's Manichaean period and moral psychology — Augustine was attracted to Manichaeanism because it explained evil through dualistic opposed principles (Light and Darkness), with human beings as ","Augustine's rejection of Manichaean determinism — Augustine became disillusioned with Manichaeanism due to its false empirical claims in astronomy and elsewhere, not because of its answer to the Probl"
synthesis_amand1945_cicero_ch2i_cadre__synthesis_amand1945_transmission_carneades_to_philo_chain,synthesis,synthesis_amand1945_cicero_ch2i_cadre,Amand 1945 — Cadre Cicéron : transmetteur latin indirect du De fato carnéadien,synthesis_amand1945_transmission_carneades_to_philo_chain,Amand 1945 — Chaîne de transmission Carnéade → Clitomaque → ὑπόμνημα alexandrin → Philon (1er témoin) et Cicéron De fato (témoin parallèle),0.46,0.61,0.3-0.7,synthesis_amand1945_transmission_carneades_to_philo_chain,description_token_overlap;label_token_overlap,"Amand 1945’s synthetic framework (p. 78-80, ll. 5159-5230) concerning Cicero’s role in the transmission of Carneades’ anti-fatalist argumentation. Amand’s position: Cicero is the 'Roman translator' wh",Amand’s reconstruction of the chain of transmission of Carneades’ anti-fatalist moral argumentation to the earliest witnesses (B3): (1) Carneades (214/213-129/128 BCE) — wrote nothing. (2) Clitomachus
scholarly_argument_barclay_divine_grace_and_human_works_3__scholarly_argument_barclay_divine_initiative_and_human_in_2,argument,scholarly_argument_barclay_divine_grace_and_human_works_3,"Barclay: The antithesis between divine grace and human 'works' in Paul (e.g., Rom. 4.4-6;",scholarly_argument_barclay_divine_initiative_and_human_in_2,Barclay: Paul holds a radical view of the insufficiency of human agents—their incapacity ,0.46,0.43,0.3-0.7,scholarly_argument_barclay_divine_initiative_and_human_in_2,description_token_overlap;label_token_overlap,"divine grace and human works — The antithesis between divine grace and human 'works' in Paul (e.g., Rom. 4.4-6; 9.6-13; 11.6) has made Paul the key spokesman for unconditionality of divine initiative ",Divine initiative and human incapacity in Paul — Paul holds a radical view of the insufficiency of human agents—their incapacity to do God's will and their enslavement by supra-human powers; the antit
argument_origen_witness_carneadean_transposition_envelope_amand1945__argument_origen_witness_carneades_transposition_prayer_useless_amand1945,argument,argument_origen_witness_carneadean_transposition_envelope_amand1945,Origène — Transposition théologique des arguments moraux de Carnéade (Amand 1945 Livre II Ch. V §IV),argument_origen_witness_carneades_transposition_prayer_useless_amand1945,Origène (transposant Carnéade) — Inutilité des prières sous fatalisme astral (Amand 1945),0.46,0.69,0.3-0.7,argument_origen_witness_carneadean_transposition_envelope_amand1945,description_token_overlap;label_token_overlap,"Argumentative framework: Amand devotes §IV (p. 318-325) to Origen's use of Carneades' anti-fatalist moral argumentation. It is the first two sections of chapter 23 of the Philocalia (Phil. 23.1-2, Rob","Amand (p. 323-324): Origen outlines the development of another theme in Carneades’ moral argumentation (Phil. 23.2, Robinson p. 189,18-22). Amand's note: “remaining at the level of generalities, he do"
scholarly_argument_graeser_plotinus_critique_of_stoic_com_1__scholarly_argument_graeser_plotinus_engagement_with_stoic_0,argument,scholarly_argument_graeser_plotinus_critique_of_stoic_com_1,Graeser: Plotinus rejects the Stoic attempt to reconcile fate (heimarmene) with moral res,scholarly_argument_graeser_plotinus_engagement_with_stoic_0,Graeser: Plotinus develops his own theory of free will in conscious opposition to Stoic d,0.46,0.23,0.3-0.7,scholarly_argument_graeser_plotinus_critique_of_stoic_com_1,description_token_overlap;label_token_overlap,"Graeser holds that, as regards empirical responsibility, Plotinus is a determinist in the Stoic sense, though he would have objected to the comparison; neither Plotinus nor the Stoics take the empiric","Graeser's starting point is Porphyry's remark that Plotinus' writings are 'full of hidden Stoic doctrines': Plotinus makes use of Stoic ideas, especially in theodicy and cosmology, while openly attack"
scholarly_argument_mueller_method_formal_material_autonomy_grace__scholarly_argument_mueller_paul_material_freedom_is_gracious_transfer,argument,scholarly_argument_mueller_method_formal_material_autonomy_grace,"Müller: freedom history must distinguish formal choice, material freedom, and the autonomy-grace polarity",scholarly_argument_mueller_paul_material_freedom_is_gracious_transfer,Müller: Paul proclaims material freedom as a gracious transfer rather than a theory of free will,0.46,0.42,0.3-0.7,scholarly_argument_mueller_method_formal_material_autonomy_grace,description_token_overlap;label_token_overlap,"Müller distinguishes formal freedom of choice from materially specified freedom from or for something, while warning that a history of freedom cannot be reduced to vocabulary collection. His governing","Müller argues that Paul does not theorize free will. Pauline freedom is a materially specified transfer from law, sin, and death to Spirit, righteousness, holiness, life, and love, produced by Christ "
scholarly_argument_faure_cyclical_vs_linear_time_in_gre_0__scholarly_argument_faure_g_del_s_relativity_based_chall_2,argument,scholarly_argument_faure_cyclical_vs_linear_time_in_gre_0,"Faure: The cyclical conception of Greek time, popularized by Nietzsche's eternal return",scholarly_argument_faure_g_del_s_relativity_based_chall_2,"Faure: Gödel's argument from Einsteinian relativity—that if simultaneity is relative, s",0.46,0.31,0.3-0.7,scholarly_argument_faure_g_del_s_relativity_based_chall_2,description_token_overlap;label_token_overlap,"Faure and Valli (Introduction): the view that Greeks conceived time as cyclical, popularised since Nietzsche's eternal return, has been challenged in two respects. First, following Aristotle (Ph. 223b","Faure and Valli (Introduction): whereas Sorabji finds no Greek 'radical thesis' that time itself is cyclical, and cyclical stances are extremely rare (Winand), Gödel's rationale based on Einstein's re"
scholarly_argument_crawford_oration_as_logotherapy_against_demonic_disorder__scholarly_argument_crawford_rejects_all_pharmacology_not_medicine_only_softly,argument,scholarly_argument_crawford_oration_as_logotherapy_against_demonic_disorder,Crawford: Tatian offers the Oration as logotherapy against demonic disorder,scholarly_argument_crawford_rejects_all_pharmacology_not_medicine_only_softly,"Crawford: Tatian rejects pharmacology in all its forms, not merely pagan divine healing",0.46,0.15,0.3-0.7,scholarly_argument_crawford_oration_as_logotherapy_against_demonic_disorder,description_token_overlap;label_token_overlap,"Crawford interprets Tatian's harsh rhetoric through the ancient therapy of speech. In imitation of the creative Logos, Tatian claims that his voice can reorder the confused matter of his hearers; reli","Crawford resists attempts to soften Tatian into a conventional early Christian acceptance of medicine. Although Tatian does not discuss diet or surgery, he rejects both harmful and healing compounds b"
scholarly_argument_amand_de_mendieta_astrology_and_fatalism_in_anti_1__scholarly_argument_amand_de_mendieta_carneades_anti_fatalist_moral__0,argument,scholarly_argument_amand_de_mendieta_astrology_and_fatalism_in_anti_1,Amand de Mendieta: Astrology in Greek and Christian antiquity was essentially and radically fatalis,scholarly_argument_amand_de_mendieta_carneades_anti_fatalist_moral__0,Amand de Mendieta: Carneades developed (or at least sharpened and popularized) a moral argumentatio,0.46,0.3,0.3-0.7,scholarly_argument_amand_de_mendieta_carneades_anti_fatalist_moral__0,description_token_overlap;label_token_overlap,"Amand: throughout Greek and Christian antiquity astrology was 'essentiellement et radicalement fataliste'; the theory of heimarmene and that of 'universal sympathy' formed its doctrinal basis, and abs","Amand: the moral argumentation drawn from the disastrous moral consequences of the doctrine of heimarmene is the one Carneades 'sinon inventée, du moins aiguisée et popularisée' against Stoic dogmatis"
scholarly_argument_boys_stones_2018_hypothetical_fate__scholarly_argument_boys_stones_cyclical_recurrence_great_year_4,argument,scholarly_argument_boys_stones_2018_hypothetical_fate,"Hypothetical fate: nothing fated absolutely, everything fated conditionally (Boys-Stones 2018)",scholarly_argument_boys_stones_cyclical_recurrence_great_year_4,Boys-Stones: Exact cyclical recurrence commits Platonists to General Causal Principle; only a,0.46,0.35,0.3-0.7,scholarly_argument_boys_stones_2018_hypothetical_fate,description_token_overlap;label_token_overlap,"Boys-Stones' interpretation of Platonist 'conditional/hypothetical' fate (G, H, J): the claim is NOT that human choices are indeterminate while their consequences are fixed. Rather, no individual subl","Boys-Stones adduces the Platonist belief in exact cyclical recurrence (ps.-Plutarch, De fato 569A-C; Celsus apud Origen, Contra Celsum 5.21) as 'one extra piece of evidence' for his reading of hypothe"
scholarly_argument_o_keefe_epicurus_position_on_determini_1__scholarly_argument_o_keefe_epicurus_position_on_reduction_0,argument,scholarly_argument_o_keefe_epicurus_position_on_determini_1,O'Keefe: Epicurus' main argument in On Nature 25 is that we cannot consistently argue aga,scholarly_argument_o_keefe_epicurus_position_on_reduction_0,O'Keefe: Epicurus is a reductionist: the mind is an atomic aggregate and mental processes,0.46,0.14,0.3-0.7,scholarly_argument_o_keefe_epicurus_position_on_reduction_0,description_token_overlap;label_token_overlap,Epicurus' position on determinism and compatibilism — Epicurus' main argument in On Nature 25 is that we cannot consistently argue against our conception of ourselves as rational agents; this argument,O'Keefe explains what he means by calling Epicurus a reductionist: macroscopic bodies are not 'irreducibly different' from atoms and have no causal power beyond theirs; the mind is an atomic aggregate
scholarly_argument_eskola_double_predestination_3__scholarly_argument_eskola_theodicy_in_paul_and_second_te_1,argument,scholarly_argument_eskola_double_predestination_3,"Eskola: Paul's theology contains a 'problem of double predestination' (election of some,",scholarly_argument_eskola_theodicy_in_paul_and_second_te_1,Eskola: The problem of theodicy (why God allows suffering/appears unfaithful) is central,0.46,0.38,0.3-0.7,scholarly_argument_eskola_double_predestination_3,description_token_overlap;label_token_overlap,Eskola's 'problem of double predestination' (§9.3) is a problem of exegesis: Calvin's deterministic doctrine has coloured readings of both Second Temple Judaism and Paul. His own conclusion is that Se,theodicy in Paul and Second Temple Judaism — The problem of theodicy (why God allows suffering/appears unfaithful) is central to Paul's predestinarian theology; Paul's solution involves apocalyptic es
scholarly_argument_cary_causal_vs_logical_determinism_4__scholarly_argument_cary_distinction_between_metaphysic_2,argument,scholarly_argument_cary_causal_vs_logical_determinism_4,Cary: The article focuses on causal determinism (efficient causality determining choic,scholarly_argument_cary_distinction_between_metaphysic_2,Cary: Courts do not need to settle the metaphysical problem of free will and determini,0.46,0.25,0.3-0.7,scholarly_argument_cary_distinction_between_metaphysic_2,description_token_overlap;label_token_overlap,Causal vs. logical determinism — The article focuses on causal determinism (efficient causality determining choices) rather than logical determinism (future-tense sentences already true or false). Que,"Distinction between metaphysical and legal-practical issues about free will — Courts do not need to settle the metaphysical problem of free will and determinism, but do need workable ideas of when hum"
synthesis_dihle1982_indian_excursus_intellectualism_parallel__synthesis_dihle1982_methodological_thesis_summary,synthesis,synthesis_dihle1982_indian_excursus_intellectualism_parallel,Dihle 1982 — Excursus indien : parallele indologique de l'intellectualisme,synthesis_dihle1982_methodological_thesis_summary,Dihle 1982 — Synthese methodologique : invention chretienne du concept de volonte,0.46,0.44,0.3-0.7,synthesis_dihle1982_methodological_thesis_summary,description_token_overlap;label_token_overlap,"Cross-cutting synthesis of the volume: Dihle, a Hellenist who draws on the Indological work of Paul Hacker, includes several excursuses on the Brahmins and the Magi (p. 13-15 / md ll. 312, 404, 6639).","Overall methodological synthesis of the volume. Three axes: (1) *Philological method* — Dihle reconstructs the history of a concept by tracing terminological occurrences (boulesis, thelesis, hekousios"
argument_bobzien_2014_character_causes_noble_base_action__argument_bobzien_2014_indirect_voluntariness_dispositions,argument,argument_bobzien_2014_character_causes_noble_base_action,Bobzien 2014 — character as causal ground of responsibility for noble/base action,argument_bobzien_2014_indirect_voluntariness_dispositions,Bobzien 2014 — indirect voluntariness of character dispositions,0.46,0.36,0.3-0.7,argument_bobzien_2014_character_causes_noble_base_action,description_token_overlap;label_token_overlap,"Bobzien reads the primary purpose of NE III.1–5 as explaining why agents are responsible for actions qua noble or base: typically through choice, the agent’s character disposition is a causal factor o","Bobzien reconstructs virtues and vices as indirectly voluntary: they are foreseeable consequences of repeated voluntary actions whose origin lies in the agent. Unlike a directly voluntary action, a di"
scholarly_argument_f_rst_free_will_terminology_and_conc_0__scholarly_argument_f_rst_origen_s_metaphysics_of_freedo_5,argument,scholarly_argument_f_rst_free_will_terminology_and_conc_0,"Fürst: Argues that ancient concepts of freedom (eleutheria, autexousion) differ fundame",scholarly_argument_f_rst_origen_s_metaphysics_of_freedo_5,Fürst: Argues Origen develops a 'theology of freedom' (Theologie der Freiheit) where Go,0.46,0.17,0.3-0.7,scholarly_argument_f_rst_free_will_terminology_and_conc_0,description_token_overlap;label_token_overlap,"Fürst's terminological caution: no concept of 'Wille' existed before Augustine, so he largely avoids the word and stays close to the ancient terms — προαίρεσις (Aristotle's 'überlegtes Streben', not '","Fürst reads Origen's Freiheitsmetaphysik as a 'Theologie der Freiheit': God is 'ungezeugte Freiheit', pure 'Eigenbewegung', origin of the whole moved world; creation is a 'Welt in Bewegung' of self-mo"
scholarly_argument_boys_stones_2018_no_divine_determination_individuals__scholarly_argument_boys_stones_primary_concern_problem_of_evi_5,argument,scholarly_argument_boys_stones_2018_no_divine_determination_individuals,No divine agency determines any individual (Boys-Stones 2018),scholarly_argument_boys_stones_primary_concern_problem_of_evi_5,"Boys-Stones: Platonists' main target was Stoic theology and the problem of evil, not primaril",0.46,0.09,0.3-0.7,scholarly_argument_boys_stones_2018_no_divine_determination_individuals,description_token_overlap;label_token_overlap,"Boys-Stones' core reconstruction of the Platonist response to Stoic fate: divine causes operate only at the level of the species/forms, never at the level of individuals. The creator's thoughts do not",Boys-Stones holds that Platonists of the period wanted to 'save human ownership of their actions' (p. 441) and that their arguments against Stoic fate are 'essentially ad hominem': not that autonomy a
scholarly_argument_dettwiler_authorship_of_colossians_0__scholarly_argument_dettwiler_authorship_of_colossians_and_p_0,argument,scholarly_argument_dettwiler_authorship_of_colossians_0,"DETTWILER: Colossians is deutero-Pauline, written by a disciple of Paul after Paul's death ",scholarly_argument_dettwiler_authorship_of_colossians_and_p_0,Dettwiler: Colossians was not written by Paul himself but by an unknown figure very familia,0.46,0.31,0.3-0.7,scholarly_argument_dettwiler_authorship_of_colossians_and_p_0,description_token_overlap;label_token_overlap,"authorship of Colossians — Colossians is deutero-Pauline, written by a disciple of Paul after Paul's death (c. 70-80 CE), not by Paul himself or a collaborator during his lifetime","Dettwiler: Colossians presents itself as Paul's, but exegesis has shown — 'avec un degré de probabilité encore à préciser' — that it was written not by Paul but by 'quelqu'un de très familier avec sa "
scholarly_argument_long_2002_self_is_prohairesis_pre_choice__scholarly_argument_long_2002_volition_does_not_beg_free_will_question,argument,scholarly_argument_long_2002_self_is_prohairesis_pre_choice,"Long: the essence of the self is prohairesis ('pre-choice'), the mental dispositions preceding every action",scholarly_argument_long_2002_volition_does_not_beg_free_will_question,Long: 'volition' is chosen precisely so as NOT to beg the question of undetermined free will,0.46,0.22,0.3-0.7,scholarly_argument_long_2002_volition_does_not_beg_free_will_question,description_token_overlap;label_token_overlap,Long locates the essence of the self not in bodily action (which can be externally impeded) but in the mental processes and dispositions that necessarily precede every bodily act. He glosses the etymo,Long defends rendering prohairesis as 'volition' partly because it does not commit us to any view about the mind's metaphysical autonomy. People have volitions whether or not these are predetermined; 
scholarly_argument_olive_ancient_pluralism_of_causes_vs_2__scholarly_argument_olive_translation_and_interpretation_1,argument,scholarly_argument_olive_ancient_pluralism_of_causes_vs_2,Olive: Ancients had no repugnance to multiplying causes of very diverse natures to expl,scholarly_argument_olive_translation_and_interpretation_1,Olive: Against Frede's radical suggestion that aition/aitia should not be translated as,0.46,0.08,0.3-0.7,scholarly_argument_olive_ancient_pluralism_of_causes_vs_2,description_token_overlap;label_token_overlap,"ancient pluralism of causes vs. modern explanatory exclusion — Ancients had no repugnance to multiplying causes of very diverse natures to explain the same fact (as in Aristotle's four causes), as if ","Olive reports Frede's suggestion that aition/aitia were perhaps wrongly translated 'cause', grants this 'option radicale' the merit of dissolving some pseudo-problems (e.g. final causes), but holds th"
scholarly_argument_gibbons_moral_progress_partly_constitutes_autonomy__scholarly_argument_gibbons_origen_s_theory_of_autonomy_an_0,argument,scholarly_argument_gibbons_moral_progress_partly_constitutes_autonomy,Gibbons: for Origen moral progress partly constitutes autonomy,scholarly_argument_gibbons_origen_s_theory_of_autonomy_an_0,Gibbons: Origen's autonomy does not require alternative possibilities (the ability to do ,0.46,0.46,0.3-0.7,scholarly_argument_gibbons_origen_s_theory_of_autonomy_an_0,description_token_overlap;label_token_overlap,"Gibbons distinguishes Origen from Epictetus by reversing the explanatory relation between autonomy and moral progress. For Epictetus, recognizing the autonomy of proairesis can motivate progress. For ","Origen's theory of autonomy and free will — Origen's autonomy does not require alternative possibilities (the ability to do otherwise); rather, it requires that every human being have available the mo"
scholarly_argument_irwin_1992_question_needs_criteria__scholarly_argument_irwin_scope_of_history_of_ethics_0,argument,scholarly_argument_irwin_1992_question_needs_criteria,Irwin: the 'who discovered the will?' question is undecidable without explicit criteria,scholarly_argument_irwin_scope_of_history_of_ethics_0,Irwin: Argues that moral philosophy between Aristotle and the 17th century has been unj,0.46,0.23,0.3-0.7,scholarly_argument_irwin_1992_question_needs_criteria,description_token_overlap;label_token_overlap,Irwin opens by noting that different candidates have been proposed as discoverer of the will (the Romans; Augustine 'under Hebraic and Christian influence'; Maximus the Confessor) and that a proper di,scope of history of ethics — Argues that moral philosophy between Aristotle and the 17th century has been unjustly neglected; treats this period as important for understanding later developments inclu
argument_alexander_witness2_ch16_praise_blame_punishment_amand1945__argument_carneadean_virtue_vice_amand1945,argument,argument_alexander_witness2_ch16_praise_blame_punishment_amand1945,"Témoin n°2 (Alexandre De Fato 16, fin) — Deuxième argument : louange/blâme, punition, vice/vertu vidés de sens",argument_carneadean_virtue_vice_amand1945,"Argument carnéadien III — Vertu et vice, louange et blâme sont sans objet (collapse of moral evaluation)",0.46,0.38,0.3-0.7,argument_carneadean_virtue_vice_amand1945,label_token_overlap,"Second anti-fatalist moral argument reconstructed in Alexander De Fato 16 (end, Bruns p. 187 l. 5-22) by Amand 1945 (analysis p. 145-146, Greek text p. 150-151). If circumstances absolutely compel the","Third of the six argumentative headings reconstructed by Amand (1945, p. 576-577). Amand's formulation: ""Under the hypothesis of absolute fatalism, virtue and vice, praise and blame are useless, becau"
scholarly_argument_boys_stones_2018_eph_hemin_not_free_will__scholarly_argument_boys_stones_human_autonomy_and_moral_respo_2,argument,scholarly_argument_boys_stones_2018_eph_hemin_not_free_will,"'eph' hēmin' is agent-autonomy, prejudicially translated 'free will' (Boys-Stones 2018)",scholarly_argument_boys_stones_human_autonomy_and_moral_respo_2,Boys-Stones: Middle Platonists vindicated human autonomy not by abandoning the General Causal,0.46,0.3,0.3-0.7,scholarly_argument_boys_stones_2018_eph_hemin_not_free_will,label_token_overlap,"Methodological/terminological argument in the Notes to Ch. 12: the Greek for agent-autonomy is τὸ ἐφ' ἡμῖν, 'what is up to us,' a phrase Boys-Stones says is 'often prejudicially translated as freedom ","Human autonomy and moral responsibility in Middle Platonism — Middle Platonists vindicated human autonomy not by abandoning the General Causal Principle or by making some events exempt from fate, but "
scholarly_argument_dettwiler_free_will_and_determinism_in_c_0__scholarly_argument_skarsaune_free_will_in_justin_martyr_s_t_0,argument,scholarly_argument_dettwiler_free_will_and_determinism_in_c_0,DETTWILER: The text does not directly address free will or determinism; the scholar focuses,scholarly_argument_skarsaune_free_will_in_justin_martyr_s_t_0,Skarsaune: Not directly addressed in this work; the study focuses on Justin's proof-text tr,0.46,0.12,0.3-0.7,scholarly_argument_skarsaune_free_will_in_justin_martyr_s_t_0,label_token_overlap,free will and determinism in Colossians — The text does not directly address free will or determinism; the scholar focuses on rhetorical and argumentative function of the Christ hymn rather than philo,"Skarsaune's study of Justin's proof-text tradition contains no thematic treatment of free will, determinism or moral responsibility. He registers the topic only in passing: 1 Apol 43f is an excursus '"
scholarly_argument_havrda_clement_s_polemic_against_vale_1__scholarly_argument_karfikova_antignostic_faith_is_free_assent,argument,scholarly_argument_havrda_clement_s_polemic_against_vale_1,Havrda: Clement explicitly rejects the view that salvation is based on natural talent or,scholarly_argument_karfikova_antignostic_faith_is_free_assent,Karfíková: anti-Gnostic faith is the rational assent of a self-ruling soul,0.46,0.22,0.3-0.7,scholarly_argument_havrda_clement_s_polemic_against_vale_1,description_token_overlap,Clement's polemic against Valentinian and Basilidean determinism — Clement explicitly rejects the view that salvation is based on natural talent or special nature (φύσει σῳζόμενοι). He emphasizes that,Karfíková locates Clement's emphasis on autexousion in polemic against Valentinian and Basilidean natural determinism. Faith cannot be a property automatically possessed by a spiritual nature; it is t
scholarly_argument_voelke_stoic_reason_is_will__scholarly_argument_voelke_will_of_nature,argument,scholarly_argument_voelke_stoic_reason_is_will,Voelke: in Stoic rationalism reason itself is will — against the thesis that Greek thought ignored the will,scholarly_argument_voelke_will_of_nature,Voelke: Stoic nature itself wills — the 'volonté de la nature' is clearest in the imperial Stoa,0.46,0.08,0.3-0.7,scholarly_argument_voelke_will_of_nature,label_token_overlap,Voelke opens against the frequently held thesis (Opstelten's special study; Pohlenz's claim that the Greeks recognised no volitional function distinct from the intellectual ones) that the philosophica,"Chapter VII, 'La volonté de la Nature'. Diverse Stoic texts present nature as an agent exercising voluntary activity: identified with the omnipresent logos, Destiny and Providence, nature is a self-mo"
scholarly_argument_boys_stones_2018_autonomy_as_external_independence__scholarly_argument_boys_stones_two_source_metaphysics_vs_stoi_2,argument,scholarly_argument_boys_stones_2018_autonomy_as_external_independence,"Autonomy = independence from external agency, not indeterminacy (Boys-Stones 2018)",scholarly_argument_boys_stones_two_source_metaphysics_vs_stoi_2,Boys-Stones: Platonists posited two causal streams (divine providence + pre-existing matter) ,0.46,0.23,0.3-0.7,scholarly_argument_boys_stones_2018_autonomy_as_external_independence,label_token_overlap,Boys-Stones argues that the ancient debate over moral responsibility was not about whether choice is causally inevitable but about the SOURCE of the constraints: a decision fully determined by my own ,"Where the Stoics take god to be coextensive with matter, so that 'everything is due to god', the Platonist world is 'the product not of one, but of two causal streams': divine providence which transce"
scholarly_argument_frick_divine_providence_and_moral_re_0__scholarly_argument_frick_human_freedom_and_moral_evil_1,argument,scholarly_argument_frick_divine_providence_and_moral_re_0,Frick: Philo rejects astral fatalism because it renders absurd the notion of moral resp,scholarly_argument_frick_human_freedom_and_moral_evil_1,"Frick: For Philo, moral evil originates when the rational part of the soul (the mind, w",0.46,0.13,0.3-0.7,scholarly_argument_frick_divine_providence_and_moral_re_0,label_token_overlap,Faithful as written; only the page of the quote_verbatim is wrong.,"human freedom and moral evil — For Philo, moral evil originates when the rational part of the soul (the mind, which is inherently free and knows good from evil) cannot resist assault by the senses and"
scholarly_argument_kowalski_free_will_in_paul_0__scholarly_argument_minns_as_justin_s_term_for_free_will_2,argument,scholarly_argument_kowalski_free_will_in_paul_0,Kowalski: Pauline freedom is a divine gift closely related to the Christ event and the wor,scholarly_argument_minns_as_justin_s_term_for_free_will_2,"Minns: At 2 Apol. 6.5, Justin uses αὐτεξούσιον to describe God making angels and humans",0.46,0.24,0.3-0.7,scholarly_argument_minns_as_justin_s_term_for_free_will_2,description_token_overlap,"Kowalski: Pauline freedom is 'a divine gift, closely related to the Christ event and the work of the Spirit'; it means new life in Christ, freedom from sin, orientation to God's righteousness, sanctif","Minns and Parvis print 2 Apol. 6.5 (their numbering; 7.5 in other editions) and translate: 'because God in the beginning made the race of angels and the human race with free will, they will reap the j"
argument_buridans_ass_73a98d20__scholarly_argument_sharples_accident_of_determinism_2008,argument,argument_buridans_ass_73a98d20,Buridan's Ass,scholarly_argument_sharples_accident_of_determinism_2008,Sharples (2008): the near-modern free-will problem in Alexander's De Fato is a historiographical 'accident/coincidence' of two independently-developing strands (RDS + PEA),0.46,0.1,0.3-0.7,argument_buridans_ass_73a98d20,description_token_overlap,"The paradox of ""Buridan's Ass"" illustrates a challenge to intellectualist accounts of the will: if a perfectly rational donkey stands equidistant between two identical bales of hay, with equal reason ","Sharples' mature retrospective ('L'accident du déterminisme', 2008) half-recants his 1983 'Laplacian/retrospective-history' framing. He ASSERTS that the appearance of a near-modern free-will problem i"
