pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
scholarly_argument_klawans_2012_josephus_fate_typology_of_schools__scholarly_argument_klawans_2012_sadducee_libertarianism_matches_ben_sira,argument,scholarly_argument_klawans_2012_josephus_fate_typology_of_schools,Josephus types the three Jewish schools by their stance on fate (Klawans 2012),scholarly_argument_klawans_2012_sadducee_libertarianism_matches_ben_sira,Sadducee libertarianism = Ben Sira's free-will theodicy (Sir. 15) (Klawans 2012),0.26,0.25,<=0.3,scholarly_argument_klawans_2012_josephus_fate_typology_of_schools,description_token_overlap;label_token_overlap,Klawans' foundational observation: Josephus characterises the three legitimate Jewish schools precisely by their differing positions on εἱμαρμένη (fate). The Essenes 'declare that fate is the mistress,Klawans argues that Josephus's fate-denying Sadducees (War 2.164-65: 'man has the free choice of good and evil... it rests with each person's will') have a strong precedent in Ben Sira 15.11-20 ('If y
argument_dihle_1982_greek_intellectualism_thesis__scholarly_argument_voelke_will_of_nature,argument,argument_dihle_1982_greek_intellectualism_thesis,Dihle 1982 — These centrale : les Grecs n'ont pas developpe de concept de volonte,scholarly_argument_voelke_will_of_nature,Voelke: Stoic nature itself wills — the 'volonté de la nature' is clearest in the imperial Stoa,0.26,0.19,<=0.3,argument_dihle_1982_greek_intellectualism_thesis,description_token_overlap;label_token_overlap,"Central argument of Dihle 1982 (p. 20 / md ll. 3054-3057): 'the Greeks, in their attempts to analyze and to evaluate human action, never developed a distinct concept of will'. Sub-arguments: (1) Greek","Chapter VII, 'La volonté de la Nature'. Diverse Stoic texts present nature as an agent exercising voluntary activity: identified with the omnipresent logos, Destiny and Providence, nature is a self-mo"
scholarly_argument_scheck_augustine_selectively_receives_commentary_faith_works__scholarly_argument_scheck_works_of_law_not_moral_renewal,argument,scholarly_argument_scheck_augustine_selectively_receives_commentary_faith_works,"Scheck: Augustine selectively receives Origen's faith-and-works exegesis while diverging on Romans 5, 7, and 9",scholarly_argument_scheck_works_of_law_not_moral_renewal,"Scheck: Origen excludes ceremonial works of the law, not moral renewal, from justification",0.26,0.14,<=0.3,scholarly_argument_scheck_augustine_selectively_receives_commentary_faith_works,description_token_overlap;label_token_overlap,"Scheck argues that Augustine shares Origen's organic account of faith, love, and postbaptismal works and may reuse its root and building metaphors. Augustine's principal explicit condemnations target ",Scheck argues that Origen restricts Paul's rejected works of the law to circumcision and other Jewish ritual observances apart from faith. Moral works under Christ's law remain required as the fruit o
scholarly_argument_boulnois_free_will_against_fatalism_and_1__scholarly_argument_boulnois_free_will_and_the_origin_of_ev_0,argument,scholarly_argument_boulnois_free_will_against_fatalism_and_1,Boulnois: Cyril vigorously refutes fatalist doctrines that subject human choices to destin,scholarly_argument_boulnois_free_will_and_the_origin_of_ev_0,"Boulnois: Cyril of Alexandria defends human free will (autexousion, autoprohaireton) prima",0.26,0.14,<=0.3,scholarly_argument_boulnois_free_will_and_the_origin_of_ev_0,description_token_overlap;label_token_overlap,"free will against fatalism and astrology — Cyril vigorously refutes fatalist doctrines that subject human choices to destiny (heimarmenē), which he attributes to 'the Greeks'; fatalism destroys the hi","free will and the origin of evil — Cyril of Alexandria defends human free will (autexousion, autoprohaireton) primarily to absolve God of responsibility for evil; human beings hold 'the reins of their"
scholarly_argument_grant_origen_s_voluntary_absence_fro_2__scholarly_argument_grant_origen_s_voluntary_martyrdom_a_1,argument,scholarly_argument_grant_origen_s_voluntary_absence_fro_2,"Grant: Grant suggests, with cautious phrasing ('Whether by chance or not'), that Origen",scholarly_argument_grant_origen_s_voluntary_martyrdom_a_1,Grant: Grant notes that Origen was eager for martyrdom but was prevented from achieving,0.26,0.06,<=0.3,scholarly_argument_grant_origen_s_voluntary_martyrdom_a_1,description_token_overlap;label_token_overlap,"Against Eusebius' portrait, Grant says Origen's own works show 'a rather vain man, self-righteous, humorless', who attacks Demetrius and other bishops yet blames Ambrose before the bishop of Rome. In ","Grant identifies 'Origen himself was ever eager for martyrdom' as one of the leading apologetic themes of Eusebius' biography, a 'life of St. Origen' that begins 'in the realm of folklore' and present"
scholarly_argument_hendriksen_divine_foreordination_and_huma_0__scholarly_argument_hendriksen_justification_by_faith_vs_work_1,argument,scholarly_argument_hendriksen_divine_foreordination_and_huma_0,"Hendriksen: Paul teaches a sequential divine decree: foreknowledge leads to foreordination, ",scholarly_argument_hendriksen_justification_by_faith_vs_work_1,"Hendriksen: Emphasizes that salvation is entirely by faith apart from works of the law, with",0.26,0.13,<=0.3,scholarly_argument_hendriksen_divine_foreordination_and_huma_0,description_token_overlap;label_token_overlap,"divine foreordination and human calling — Paul teaches a sequential divine decree: foreknowledge leads to foreordination, which leads to calling, justification, and glorification; this golden chain (R","justification by faith vs. works/merit — Emphasizes that salvation is entirely by faith apart from works of the law, with no room for human boasting. The Jews misunderstood God's promises as condition"
scholarly_argument_narbonne_god_as_causa_sui_and_self_dete_6__scholarly_argument_narbonne_soul_s_weakness_and_relation_t_3,argument,scholarly_argument_narbonne_god_as_causa_sui_and_self_dete_6,Narbonne: Examines Plotinus's concept of God as self-caused (causa sui) and its possible G,scholarly_argument_narbonne_soul_s_weakness_and_relation_t_3,Narbonne: Questions whether Plotinus underwent 'doctrinal evolution' regarding soul's weak,0.26,0.19,<=0.3,scholarly_argument_narbonne_god_as_causa_sui_and_self_dete_6,description_token_overlap;label_token_overlap,Study Six argues that the objector against whom Plotinus develops the causa sui argument of Ennead VI.8 is most plausibly Gnostic: Plotinus 'borrows momentarily' their vocabulary of a First Principle ,"Study Three asks whether the late treatment of the soul's weakness (Enn. I.8) marks a doctrinal evolution. Sensible matter is for Plotinus 'not a creation of the Soul, but a by-product of the alterity"
scholarly_argument_narbonne_plotinus_s_anti_gnostic_polemi_1__scholarly_argument_narbonne_two_modes_of_soul_s_reascent_a_4,argument,scholarly_argument_narbonne_plotinus_s_anti_gnostic_polemi_1,Narbonne: Argues that Plotinus's response to Gnosticism is not confined to explicit polemi,scholarly_argument_narbonne_two_modes_of_soul_s_reascent_a_4,Narbonne: Identifies two modes of ascent in Plotinus: solitary ascent 'alone to the Alone',0.26,0.27,<=0.3,scholarly_argument_narbonne_plotinus_s_anti_gnostic_polemi_1,description_token_overlap;label_token_overlap,"Narbonne holds that Plotinus' response to Gnosticism is not confined to Treatise 33 but 'slowly orchestrated' over the Großzyklus, with Against the Gnostics as 'the culmination of the entire enterpris","Study Four contrasts the solitary ascent of the soul in Treatise 9 (VI.9) with the 'accompanied ascent' of Treatise 38 (VI.7), where the soul 'no longer rises alone' but is borne up by the Intellect, "
scholarly_argument_boys_stones_2018_eph_hemin_not_free_will__scholarly_argument_boys_stones_middle_platonist_concept_of_fr_0,argument,scholarly_argument_boys_stones_2018_eph_hemin_not_free_will,"'eph' hēmin' is agent-autonomy, prejudicially translated 'free will' (Boys-Stones 2018)",scholarly_argument_boys_stones_middle_platonist_concept_of_fr_0,Boys-Stones: Middle Platonists did NOT develop a concept of 'free will' in the modern sense; ,0.26,0.17,<=0.3,scholarly_argument_boys_stones_2018_eph_hemin_not_free_will,description_token_overlap;label_token_overlap,"Methodological/terminological argument in the Notes to Ch. 12: the Greek for agent-autonomy is τὸ ἐφ' ἡμῖν, 'what is up to us,' a phrase Boys-Stones says is 'often prejudicially translated as freedom ",Boys-Stones does not discuss 'free will' (the phrase appears only in cited titles). His thesis: Platonists of the period 'have no reason to be any less committed to the operation of the General Causal
synthesis_amand1945_arian_job_witness_carneadean_pity_argument__synthesis_amand1945_lucian_sophist_satirist_carneadean_topos,synthesis,synthesis_amand1945_arian_job_witness_carneadean_pity_argument,Commentateur arien de Job = temoin du topos carnéadien (pardon des criminels) (Amand 1945),synthesis_amand1945_lucian_sophist_satirist_carneadean_topos,Lucien sophiste antifataliste — adaptation libre d'un topos carnéadien (Amand 1945),0.26,0.12,<=0.3,synthesis_amand1945_arian_job_witness_carneadean_pity_argument,description_token_overlap;label_token_overlap,"Synthesis Amand 1945, Book II ch. XIII (p. 533-548): the anti-astrological digression of the anonymous Arian commentator on Job 38, 7 contains eleven arguments, at least three of which bear the Carnea","Amand 1945 thesis (Book I ch. III §I+II, p. 107-115): Lucian of Samosata, a late sophist without any stable philosophical position, reduces philosophy to a down-to-earth morality devoid of scientific "
synthesis_amand1945_clement_alexandria_minimal_echo__synthesis_furst2022_clement_phusis_prohairesis,synthesis,synthesis_amand1945_clement_alexandria_minimal_echo,"Clement d'Alexandrie = deux echos lointains seulement, transposition chretienne explicite (Amand 1945)",synthesis_furst2022_clement_phusis_prohairesis,Clément d'Alexandrie pose l'opposition phusis/prohairesis (Fürst 2022),0.26,0.09,<=0.3,synthesis_furst2022_clement_phusis_prohairesis,description_token_overlap;label_token_overlap,"Summary Amand 1945, Book II ch. IV (p. 258-273): Clement, mystic and moralist, was not struck by the influence of astrological fatalism on ordinary Christians, as his disciple Origen would be. He ther","Synthesis Fürst 2022, Kap. IV 5 (p. 180-186): Clement of Alexandria posits the opposition φύσις / προαίρεσις that paves the way for Origen. Human ethical perfecting ""becomes his nature""—his inner disp"
argument_origen_witness_carneades_transposition_gnostic_excursus_amand1945__argument_origen_witness_diss_precession_equinoxes_amand1945,argument,argument_origen_witness_carneades_transposition_gnostic_excursus_amand1945,Origène — Excursus contre Marcionites/Gnostiques dualistes (Amand 1945),argument_origen_witness_diss_precession_equinoxes_amand1945,Origène — Précession des équinoxes mobilisée contre l'astrologie scientifique (Amand 1945),0.26,0.2,<=0.3,argument_origen_witness_diss_precession_equinoxes_amand1945,description_token_overlap;label_token_overlap,"Amand (p. 323): Before concluding §IV, Origen ""delivers a vigorous blow to the dualist Gnostics, his principal adversaries,"" and in particular directs his attacks against the Marcionites (Phil. 23.2, ","Amand (p. 314) [specific sub-theme drawn from Problem 3]: Amand emphasizes the exceptional scientific-philological significance of Origen's argument. Origen distinguishes (Phil. 23.18, Robinson p. 206"
scholarly_argument_gibbons_judas_does_not_establish_alternative_possibilities__scholarly_argument_gibbons_remedial_punishment_requires_self_interpretation,argument,scholarly_argument_gibbons_judas_does_not_establish_alternative_possibilities,Gibbons: Judas' repentance does not establish causally available alternative possibilities,scholarly_argument_gibbons_remedial_punishment_requires_self_interpretation,Gibbons: remedial punishment works only through self-interpretation and judgment of proairesis,0.26,0.12,<=0.3,scholarly_argument_gibbons_judas_does_not_establish_alternative_possibilities,description_token_overlap;label_token_overlap,"Gibbons reads Judas as the test case for Origen's non-indeterminist account. Judas retains contrary motivations: covetousness governs the betrayal, while Jesus' teaching leaves a remnant of virtue tha","Gibbons reads Origenian remedial punishment as efficacious only through the punished agent's self-interpretation. God arranges trials that bring hidden vice to light, but the suffering must be perceiv"
scholarly_argument_karfikova_adult_self_rule_replaces_childish_fear__scholarly_argument_karfikova_self_rule_grounds_good_and_evil_responsibility,argument,scholarly_argument_karfikova_adult_self_rule_replaces_childish_fear,Karfíková: adult self-rule replaces childish fear through voluntary prohairesis,scholarly_argument_karfikova_self_rule_grounds_good_and_evil_responsibility,Karfíková: self-rule grounds responsibility for good and evil choices,0.26,0.2,<=0.3,scholarly_argument_karfikova_adult_self_rule_replaces_childish_fear,description_token_overlap;label_token_overlap,"Karfíková reads Clement's contrast between fearful children under law and adults obedient to Logos as a maturity model. Autexousios names the adult condition of governing oneself, while voluntary proh","Autexousion is not an intrinsically good direction of action. Karfíková shows Clement applying it to responsible use or misuse of possessions, to the devil's chosen theft, and even to freely chosen la"
scholarly_argument_telfer_gnostic_rejection_of_free_will_1__scholarly_argument_telfer_origin_of_autexousia_terminolo_0,argument,scholarly_argument_telfer_gnostic_rejection_of_free_will_1,"Telfer: Basilides and Valentinus rejected autexousia, holding that Gnostics incline to g",scholarly_argument_telfer_origin_of_autexousia_terminolo_0,"Telfer: The adjective αὐτεξούσιος is attested as early as Chrysippus (3rd century BC), b",0.26,0.13,<=0.3,scholarly_argument_telfer_gnostic_rejection_of_free_will_1,description_token_overlap;label_token_overlap,"Gnostic rejection of free will — Basilides and Valentinus rejected autexousia, holding that Gnostics incline to good by nature while others incline to evil by nature and are incapable of faith; this d","Telfer: the adjective is 'in evidence as far back as Chrysippus in the third century B.C.', with independence as its earliest sense; the 'adjectival noun' naming self-determination 'does not appear un"
scholarly_argument_scheck_grace_forgives_fulfills_law_and_sanctifies__scholarly_argument_scheck_marcion_polemic_unites_goodness_judgment_and_works,argument,scholarly_argument_scheck_grace_forgives_fulfills_law_and_sanctifies,"Scheck: justifying grace forgives past sins, fulfills the law in the believer, and sanctifies the soul",scholarly_argument_scheck_marcion_polemic_unites_goodness_judgment_and_works,"Scheck: Origen's anti-Marcion polemic unites divine goodness, just judgment, and the value of works",0.26,0.14,<=0.3,scholarly_argument_scheck_grace_forgives_fulfills_law_and_sanctifies,description_token_overlap;label_token_overlap,"Scheck maps three effects of justifying grace in Origen: past sins are destroyed, the internal law of the Spirit enables present obedience, and divine life progressively makes the soul just. This init",Scheck reads Origen's opposition to Marcion as a defense of one God who is at once good Savior and just Judge. A faith-only exemption from judgment according to works would reproduce Marcion's separat
scholarly_argument_heinze_determinism__scholarly_argument_heinze_no_dualism,argument,scholarly_argument_heinze_determinism,Heinze: determinism would make God the author of sin,scholarly_argument_heinze_no_dualism,Heinze: the use of evil balances divine goodness and supremacy without dualism,0.26,0.14,<=0.3,scholarly_argument_heinze_no_dualism,description_token_overlap;label_token_overlap,"If nature or prediction caused action, exhortation and judgment would be unjust; Satan is evil by choice, not nature.",Heinze concludes that Origen's providential use (not causation) of evil choices parallels his account of the origin of free will and evil: in both cases Origen simultaneously upholds God's supremacy a
scholarly_argument_karavites_grace_impels_does_not_compel__scholarly_argument_karavites_ignorance_weakness_remedies_responsibility,argument,scholarly_argument_karavites_grace_impels_does_not_compel,Karavites: grace impels and assists but does not compel the free agent,scholarly_argument_karavites_ignorance_weakness_remedies_responsibility,Karavites: ignorance and weakness are corrigible sources of evil and therefore do not erase responsibility,0.26,0.1,<=0.3,scholarly_argument_karavites_grace_impels_does_not_compel,description_token_overlap;label_token_overlap,"Karavites describes Clement's cooperation model as asymmetric without being coercive. God arouses, teaches, and gives what human effort cannot produce, but the final assent remains with the free agent","Clement combines the claim that no one chooses evil precisely as evil with an account of culpability: error arises through ignorance or weakness, yet learning and restraint remain within the agent's p"
synthesis_amand1945_ch3_moral_argument_scheme_announcement__synthesis_amand1945_gorgias_first_moral_refutation,synthesis,synthesis_amand1945_ch3_moral_argument_scheme_announcement,"Amand 1945 — Schéma de l'argumentation morale antifataliste de Carnéade (annoncé au Ch. III, reconstruit en Conclusion)",synthesis_amand1945_gorgias_first_moral_refutation,Amand 1945 — Gorgias (Éloge d'Hélène): first literary attestation of a moral refutation of fatalism,0.26,0.18,<=0.3,synthesis_amand1945_gorgias_first_moral_refutation,description_token_overlap,"Synthetic outline of the anti-fatalist ethical argument advanced by Amand in ch. III §I (1945, p. 62-63) — the first introductory presentation of the material fully reconstructed in the Conclusion (= ","Amand’s historiographical thesis (1945, p. 30-31): Gorgias’ « L'Éloge d'Hélène » constitutes, to Amand’s knowledge, ""the first literary attestation of a refutation of fatalism through recourse to mora"
scholarly_argument_dunn_predestination_and_election_3__scholarly_argument_jewett_fate_and_moral_responsibility_1,argument,scholarly_argument_dunn_predestination_and_election_3,"Dunn: Paul's theology includes a strong element of divine election (Romans 9-11), but ",scholarly_argument_jewett_fate_and_moral_responsibility_1,Jewett: The hardening of Pharaoh (Romans 9:17-18) demonstrates God's sovereign purpose i,0.26,0.24,<=0.3,scholarly_argument_dunn_predestination_and_election_3,description_token_overlap,"On Rom 9.14-23 Dunn grants that Paul portrays God 'in quite arbitrary terms' and goes 'a little way down' the predestinarian road, but reads the passage in three facets: Paul stresses God's sovereign ","fate and moral responsibility — The hardening of Pharaoh (Romans 9:17-18) demonstrates God's sovereign purpose in using even resistant figures to manifest divine power, yet this does not constitute in"
position_long_epictetan_freedom_compliance_with_fate__position_soft_determinism,position,position_long_epictetan_freedom_compliance_with_fate,Long: prohairesis is ethical compliance with fate,position_soft_determinism,Soft determinism,0.26,0.12,<=0.3,position_soft_determinism,description_token_overlap,"Long reads Epictetan freedom as internal and ethical rather than metaphysically libertarian: prohairesis is not freedom from fate or antecedent causation, but willing compliance with one's allotment a","What modern scholars term soft determinism: the view that determinism is true but compatible with a useful notion of freedom, typically defined as acting from one's own nature without external compuls"
synthesis_aug_deficient_cause__synthesis_frede2011_ch9_augustine,synthesis,synthesis_aug_deficient_cause,Augustine: CORE DOCTRINE - Will as Deficient Cause of Sin (De Libero Arbitrio),synthesis_frede2011_ch9_augustine,Ch. 9 — Augustin n'invente PAS une notion radicalement nouvelle (Frede 2011),0.26,0.14,<=0.3,synthesis_frede2011_ch9_augustine,description_token_overlap,"central Doctrine OF DE Libero Arbitrio Augustine's answer to the origin of evil: Will is the deficient cause (causa deficiens) of sin, not an efficient cause (causa efficiens). KEY passages: 2.20.54 (",Synthesis of Frede 2011 ch. 9 (p. 153-174): Augustine did not produce a radically new notion of free will—against Dihle 1982. Demonstration in five stages: (1) the Augustinian velle is precisely the c
argument_furst_2022_de_princ_iii_1_first_freedom_treatise__scholarly_argument_telfer_origen_s_systematization_and_i_4,argument,argument_furst_2022_de_princ_iii_1_first_freedom_treatise,De Principiis III 1 = first treatise On Freedom (Fürst 2022),scholarly_argument_telfer_origen_s_systematization_and_i_4,"Telfer: Origen included autexousia among his First Principles (De Principiis III.1), but",0.26,0.25,<=0.3,argument_furst_2022_de_princ_iii_1_first_freedom_treatise,label_token_overlap,"Thesis of Fürst 2022 (Kap. V 2, p. 196-197): Origen's De Principiis III 1,1-24, preserved in Greek in the Philocalia ch. 21-27 and in Latin in Rufinus' translation, is the first systematic philosophic","Telfer: Origen 'includes human autexousia among his First Principles' (iii. 1), but his argument 'drives him back upon his theory of prenatal sin', from which, via the Christian tradition of angelolog"
scholarly_argument_boys_stones_2018_no_divine_determination_individuals__scholarly_argument_boys_stones_middle_platonist_theory_of_fat_0,argument,scholarly_argument_boys_stones_2018_no_divine_determination_individuals,No divine agency determines any individual (Boys-Stones 2018),scholarly_argument_boys_stones_middle_platonist_theory_of_fat_0,Boys-Stones: The traditional interpretation of 'hypothetical fate' as restricting fate's scop,0.26,0.15,<=0.3,scholarly_argument_boys_stones_2018_no_divine_determination_individuals,label_token_overlap,"Boys-Stones' core reconstruction of the Platonist response to Stoic fate: divine causes operate only at the level of the species/forms, never at the level of individuals. The creator's thoughts do not","Middle Platonist theory of fate — The traditional interpretation of 'hypothetical fate' as restricting fate's scope to certain events while leaving human choices unfated is a misreading. Instead, Midd"
scholarly_argument_brouwer_interaction_between_philosophy_1__scholarly_argument_brouwer_modern_continuation_of_the_deb_6,argument,scholarly_argument_brouwer_interaction_between_philosophy_1,"Brouwer: The debate about fate, providence and freedom was developed not only within and ",scholarly_argument_brouwer_modern_continuation_of_the_deb_6,"Brouwer: The early modern debate continued with Erasmus, Luther, Hobbes, Descartes, Spino",0.26,0.18,<=0.3,scholarly_argument_brouwer_interaction_between_philosophy_1,label_token_overlap,"interaction between philosophy and religion on free will — The debate about fate, providence and freedom was developed not only within and between philosophical schools but also in interaction with 'r","modern continuation of the debate — The early modern debate continued with Erasmus, Luther, Hobbes, Descartes, Spinoza, Locke, Leibniz and Hume; determinists now invoke neuroscience concerning brain o"
argument_chain_causation_critique_alex__scholarly_argument_koch_2011_hamelin_correction_adpetitus,argument,argument_chain_causation_critique_alex,Critique of Chain Causation Model (Alexander),scholarly_argument_koch_2011_hamelin_correction_adpetitus,Koch: Hamelin's correction adpetitus should be adopted — the objection runs on the orthodox assent-then-impulse sequence,0.26,0.23,<=0.3,argument_chain_causation_critique_alex,description_token_overlap,"Greek terminology: • αἰτία προηγουμένη (aitia proēgoumenē) - antecedent cause • chain-like causation — Alexander's actual wording is εἱρμὸς αἰτίων / καθ' εἱρμὸν αἰτίων, 'a connected series of causes' ",The manuscripts of De fato 40 present the sequence impulse-then-assent. Koch reviews and rejects the main defences of the transmitted text: Yon's linguistic argument (adpetitus as tendency) cancels it
scholarly_argument_dettwiler_determinism_and_the_elements_o_3__scholarly_argument_klawans_2012_essene_determinism_matches_qumran,argument,scholarly_argument_dettwiler_determinism_and_the_elements_o_3,"Dettwiler: The adversaries' teaching is characterized as based on 'the tradition of men, th",scholarly_argument_klawans_2012_essene_determinism_matches_qumran,Essene determinism = Qumran predestinarianism (1QS) (Klawans 2012),0.26,0.15,<=0.3,scholarly_argument_klawans_2012_essene_determinism_matches_qumran,description_token_overlap,"Dettwiler: with Col 2,8 the tone changes — the community is warned against a movement the author calls 'philosophie' and immediately disqualifies as 'creuse duperie à l'enseigne de la tradition des ho","Klawans argues that the unqualified determinism Josephus attributes to the Essenes ('Fate is mistress of all things', Ant. 13.172; the belief 'is wont to leave everything in the hands of God', 18.18) "
scholarly_argument_hendriksen_scope_of_salvation_jew_and_gen_4__scholarly_argument_munier_human_nature_and_salvation_in__1,argument,scholarly_argument_hendriksen_scope_of_salvation_jew_and_gen_4,"Hendriksen: Maintains that salvation is available to all without ethnic distinction, through",scholarly_argument_munier_human_nature_and_salvation_in__1,Munier: Munier discusses Justin's anthropology and soteriology in chapter IX.4 'L'homme ,0.26,0.06,<=0.3,scholarly_argument_hendriksen_scope_of_salvation_jew_and_gen_4,description_token_overlap,"scope of salvation: Jew and Gentile — Maintains that salvation is available to all without ethnic distinction, through faith alone. The Gentiles are saved in the same way as Jews, and the disobedience","Ch. IX.4 'L'homme et son salut' (pp. 114-127) opens with Justin's optimism about creation and, on the soul (immortal by grace, not by nature), quotes Puech: the soul must be rewarded according to its "
pub_ciner_2016_mi_alma_esta_aferrada_ti_el_camino_hacia_cristo_en_el_comentario__pub_hall_2020_origen_and_astrology,publication,pub_ciner_2016_mi_alma_esta_aferrada_ti_el_camino_hacia_cristo_en_el_comentario,Patricia Ciner 2016 — “Mi alma está aferrada a ti”: el camino hacia Cristo en el comentario al evangelio de Juan de Orígenes.,pub_hall_2020_origen_and_astrology,Claire Hall 2020 — Origen and Astrology,0.26,0.07,<=0.3,pub_hall_2020_origen_and_astrology,description_token_overlap,"From the exegesis the Alexandrian made of Jn 13, Book XXXII, in the Commentary about the Gospel of John, referring to the Washing of the Feet and Last Supper, it is possible to note that the mater of ",Origen’s discussion of astrology in Philocalia 23 – usually considered as an odd jumble of exegetical considerations – provides a key to understanding his position on many contemporary Alexandrian deb
synthesis_amand1945_epicurean_indeterminism__synthesis_bobzien2001_ch2_chrysippean_arguments,synthesis,synthesis_amand1945_epicurean_indeterminism,"Amand 1945 — Epicurus: total indeterminism through παρέγκλισις, anti-fatalist polemic independent of Carneades",synthesis_bobzien2001_ch2_chrysippean_arguments,Bobzien 2001 Ch. 2 — Deux arguments chrysippeens pour le determinisme causal (bivalence + divination),0.26,0.28,<=0.3,synthesis_bobzien2001_ch2_chrysippean_arguments,description_token_overlap,"Amand’s synthesis (1945, p. 37-39, Intro §II ch. I §IV) on Epicurus. Amand characterizes Epicurus as “a committed anti-determinist” who “professes the complete freedom of our will”, postulating atomic",Synthesis Bobzien 2001 ch. 2 (p. 59-96): Chrysippus develops two distinct arguments to establish universal causal determinism. (1) Argument from bivalence (§2.1): every future proposition already has 
synthesis_amand1945_alexander_de_fato_triple_composition__synthesis_furst2022_imperial_freedom_debate,synthesis,synthesis_amand1945_alexander_de_fato_triple_composition,Amand 1945 — Composition triple du De Fato d'Alexandre (péripatétisme + Carnéade via Clitomaque + Chrysippe direct),synthesis_furst2022_imperial_freedom_debate,The omnipresence of the debate on freedom in the Imperial period (Fürst 2022),0.26,0.26,<=0.3,synthesis_amand1945_alexander_de_fato_triple_composition,description_token_overlap,"Synthesis of Amand 1945 (Book I ch. V §II.2, p. 139-140, ll. 7820-7920). Amand identifies three distinct doctrinal contributions that the commentator on Aristotle reconciles in his synthesis of the Πε","Fürst 2022, Kap. III (p. 101-138): the debate on self-determination became virtually ubiquitous in the intellectual culture of the imperial period (1st-3rd c. AD). Preserved sources: Epictetus (Discou"
synthesis_frede2011_ch2_aristotle__synthesis_frede2011_ch3_emergence_of_will_in_stoicism,synthesis,synthesis_frede2011_ch2_aristotle,Ch. 2 — Aristotle has choice without will (Frede 2011),synthesis_frede2011_ch3_emergence_of_will_in_stoicism,Ch. 3 — Emergence of a notion of will in classical Stoicism (Frede 2011),0.25,0.28,<=0.3,synthesis_frede2011_ch3_emergence_of_will_in_stoicism,description_token_overlap;label_token_overlap,"Frede 2011 ch. 2 (p. 19-29): Aristotle has neither a notion of will nor a notion of free will. He has (a) boulēsis = desire-of-reason specific to the rational soul, (b) prohairesis = a special form of","Summary of Frede 2011 ch. 3 (p. 31-48): Stoicism develops the first genuine notion of the will, but not yet that of free will. Conceptual architecture: (a) rejection of the Platonic-Aristotelian bipar"
scholarly_argument_klawans_2012_essene_determinism_matches_qumran__scholarly_argument_klawans_2012_josephus_fate_typology_of_schools,argument,scholarly_argument_klawans_2012_essene_determinism_matches_qumran,Essene determinism = Qumran predestinarianism (1QS) (Klawans 2012),scholarly_argument_klawans_2012_josephus_fate_typology_of_schools,Josephus types the three Jewish schools by their stance on fate (Klawans 2012),0.25,0.24,<=0.3,scholarly_argument_klawans_2012_josephus_fate_typology_of_schools,description_token_overlap;label_token_overlap,"Klawans argues that the unqualified determinism Josephus attributes to the Essenes ('Fate is mistress of all things', Ant. 13.172; the belief 'is wont to leave everything in the hands of God', 18.18) ",Klawans' foundational observation: Josephus characterises the three legitimate Jewish schools precisely by their differing positions on εἱμαρμένη (fate). The Essenes 'declare that fate is the mistress
scholarly_argument_gibbons_assent_and_character_ground_embodied_autonomy__scholarly_argument_gibbons_universal_radical_character_revisability,argument,scholarly_argument_gibbons_assent_and_character_ground_embodied_autonomy,Gibbons: assent and character ground Origenian autonomy without alternative possibilities,scholarly_argument_gibbons_universal_radical_character_revisability,Gibbons: Origen extends free will to every rational being through radical character revisability,0.25,0.16,<=0.3,scholarly_argument_gibbons_assent_and_character_ground_embodied_autonomy,description_token_overlap;label_token_overlap,Gibbons argues that Origen's account of embodied autonomy is substantially Stoic: rational beings are authors of their actions because proairesis can assent or dissent to the propositional content of ,"Gibbons identifies Origen's decisive departure from Epictetus in the scope of free will. Epictetus reserves an unconstrained will for the sage, whereas Origen holds that every rational being retains a"
scholarly_argument_eliasson_alexander_of_aphrodisias_on_2__scholarly_argument_eliasson_aristotle_s_notion_of_1,argument,scholarly_argument_eliasson_alexander_of_aphrodisias_on_2,Eliasson: Alexander developed a distinctive notion of ἐφ' ἡμῖν in the context of defending,scholarly_argument_eliasson_aristotle_s_notion_of_1,Eliasson: Aristotle developed both an inclusive and exclusive notion of ἐφ' ἡμῖν. The incl,0.25,0.24,<=0.3,scholarly_argument_eliasson_alexander_of_aphrodisias_on_2,description_token_overlap;label_token_overlap,"Eliasson finds in Alexander's De fato one clear development of the Aristotelian notion of eph' hemin: where Aristotle is vague between an inclusive and an exclusive notion, Alexander explicitly opts f","Eliasson holds that Aristotle's notion of eph' hemin, central to the preconditions of virtue in EN III, is 'unclear': the condition that the origin is in the agent is vague, so Aristotle employs both "
