concept_id,concept_label,question,probability,passage_id,auteur,oeuvre,ref,langue,extrait
concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.92,passage_alex_fat_27,Alexander of Aphrodisias,De Fato,De Fato 27,grc,"οἱ συγχωρήσαντες ἀναποβλήτους τὰς ἀρετάς τε καὶ τὰς κακίας εἶναι, ἴσως προχειρότερον λαμβανόμενον λέγοιμεν ἂν κατὰ τοῦτο τὰς ἕξεις ἐπὶ τοῖς ἔχουσιν εἶναι, καθόσον πρὸ τοῦ λαβεῖν αὐτὰς ἐπ’ αὐτοῖς ἦν καὶ μὴ λαβεῖν. οἵ τε γὰρ τὰς ἀρετὰς ἔχοντε"
concept_boule_practical_wisdom,Βουλή,discusses Βουλή?,0.92,passage_arist_da_3_11,Aristotle,De anima,3.11,grc,"Σκεπτέον δὲ καὶ περὶ τῶν ἀτελῶν, τί τὸ κινοῦν ἐστίν, οἷς ἁφὴ μόνον ὑπάρχει αἴσθησις, πότερον ἐνδέχεται φαντασίαν ὑπάρχειν τούτοις, ἢ οὔ, καὶ ἐπιθυμίαν. Φαίνεται γὰρ λύπη καὶ ἡδονὴ ἐνοῦσα. Εἰ δὲ ταῦτα, καὶ ἐπιθυμίαν ἀνάγκη. Φαντασία δὲ πῶς ἂ"
concept_akousion_involuntary_aristotle_b2c3d4e5,Akousion (Ἀκούσιον),discusses Akousion (Ἀκούσιον)?,0.92,passage_arist_ee_2_11,Aristotle,Ἠθικὰ Εὐδήμεια,2.11,grc,"τούτων δὲ διωρισμένων, λέγωμεν πότερον ἡ ἀρετὴ ἀναμάρτητον ποιεῖ τὴν προαίρεσιν καὶ τὸ τέλος ὀρθόν, οὕτως ὥστε οὗ ἕνεκα δεῖ προαιρεῖσθαι, ἢ ὥσπερ δοκεῖ τισί, τὸν  λόγον. ἔστι δὲ τοῦτο ἐγκράτεια· αὕτη γὰρ οὐ διαφθείρει τὸν λόγον. ἔστι δʼ ἀρε"
concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.92,passage_arist_di_9_2,Aristotle,De interpretatione,9.2,grc,"Ἐπὶ μὲν οὖν τῶν ὄντων καὶ γενομένων ἀνάγκη τὴν κατάφασιν ἢ τὴν ἀπόφασιν ἀληθῆ ἢ ψευδῆ εἶναι, καὶ ἐπὶ μὲν τῶν καθόλου ὡς καθόλου ἀεὶ τὴν μὲν ἀληθῆ τὴν δὲ ψευδῆ εἶναι, καὶ ἐπὶ τῶν καθ᾿ ἕκαστα, ὥσπερ εἴρηται, ἐπὶ δὲ τῶν καθόλου μὴ καθόλου λεχθ"
concept_synkatathesis_stoic_assent,"Synkatathesis (Stoic Assent, συγκατάθεσις)","discusses Synkatathesis (Stoic Assent, συγκατάθεσις)?",0.91,passage_alex_fat_13,Alexander of Aphrodisias,De Fato,De Fato 13,grc,"τοιούτου δ’ ὄντος αὐτοῦ, τὸ μὲν δεικνύναι τοῦτο σωζόμενον κατὰ τοὺς πάντα λέγοντας γίνεσθαι καθ’ εἱμαρμένην οὐδὲ ἐπιχειροῦσιν τὴν ἀρχήν (ἴσασιν γὰρ ἐγχειρήσαντες ἀδυνάτοις), ὡς δὲ ἐπὶ τῆς τύχης ἄλλο τι σημαινόμενον ὑποθέντες τῷ τῆς τύχης ὀν"
concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.91,passage_alex_fat_32,Alexander of Aphrodisias,De Fato,De Fato 32,grc,"ἀλλὰ τῶν μὲν τοιούτων ἅλις (ἱκανὸν γὰρ ἐφ’ ἑκάστου τὸ ἐνδείξασθαι τὴν τῆς δόξης ἀτοπίαν), ἱκανῶς δ’ οἶμαι δεδηλῶσθαι, πῶς λέγεται τὸ ἐπὶ τῷ φρονίμῳ εἶναι τὸ φρονεῖν καίτοι μὴ δυναμένῳ μὴ φρονεῖν· οὐ γὰρ ὅτι νῦν, ὅτε ἐστὶ φρόνιμος, ἐπ’ αὐτῷ "
concept_axioma_dignity_alex,Human Dignity / ἀξία (Alexander),discusses Human Dignity / ἀξία (Alexander)?,0.91,passage_arist_ee_7_4,Aristotle,Ἠθικὰ Εὐδήμεια,7.4,grc,"ὥσπερ οὖν εἴρηται, τριῶν ὄντων εἰδῶν φιλίας, κατʼ ἀρετὴν κατὰ τὸ χρήσιμον καὶ κατὰ τὸ ἡδύ, αὗται πάλιν διῄρηνται εἰς δύο· αἳ μὲν γὰρ κατὰ τὸ ἴσον αἳ δὲ καθʼ ὑπεροχὴν εἰσίν. φιλίαι μὲν οὖν ἀμφότεραι, φίλοι δʼ οἱ  κατὰ τὴν ἰσότητα· ἄτοπον γὰρ"
concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις),discusses Prohairesis (Προαίρεσις)?,0.91,passage_alex_fat_33,Alexander of Aphrodisias,De Fato,De Fato 33,grc,"Τὸ δὲ λέγειν ἡγεῖσθαι τοὺς οὐχ ἡγουμένους ἐν τῷ σώζεσθαι τὴν καθ’ ὁρμὴν τῶν ζῴων ἐνέργειαν ἤδη σώζεσθαι καὶ τὸ ἐφ’ ἡμῖν τῷ πᾶν τὸ καθ’ ὁρμὴν γινόμενον ἐπὶ τοῖς ὁρμῶσιν εἶναι καὶ διὰ τοῦτο ἐρωτᾶν, εἰ μὴ ἐνέργημά τι τὸ ἐφ’ ἡμῖν ἐστι, καὶ λαβό"
concept_synkatathesis_logike_alex,Logikē Synkatathesis (Rational Assent),discusses Logikē Synkatathesis (Rational Assent)?,0.91,passage_alex_fat_14,Alexander of Aphrodisias,De Fato,De Fato 14,grc,"ἔνεστι δ’ ὁρᾶν, εἰ ταῦτα λέγοντες σώζουσιν τὰς κοινὰς περὶ τοῦ ἐφ’ ἡμῖν πάντων ἀνθρώπων προλήψεις. οἱ γὰρ ἀπαιτοῦντες αὐτούς, πῶς οἷόν τε πάντων ὄντων καθ’ εἱμαρμένην τὸ ἐφ’ ἡμῖν σώζεσθαι, οὐκ ὄνομα μόνον τοῦ ἐφ’ ἡμῖν τιθέντες τοῦτ’ ἀπαιτοῦ"
concept_theodicy_christian,Christian Theodicy,discusses Christian Theodicy?,0.91,passage_aug_dla_3_9_26,Augustine,De libero arbitrio,3.9.26,lat,"Sed adhuc videtur minus intellegens quod dictum est, habere quod contradicat. Dicit enim: Si universitatis perfectionem complet etiam nostra miseria, defuisset aliquid huic perfectioni, si beati semper essemus. Quapropter si ad miseriam nis"
concept_akousion_involuntary_aristotle_b2c3d4e5,Akousion (Ἀκούσιον),discusses Akousion (Ἀκούσιον)?,0.91,passage_alex_fat_19,Alexander of Aphrodisias,De Fato,De Fato 19,grc,Ἐπαύσαντο δ’ ἂν τῆς ἐν τοῖς λόγοις φιλοτιμίας καὶ συγχωρησάντων εἶναι τὸ ἐφ’ ἡμῖν ἐλεύθερόν τε καὶ αὐτεξούσιον καὶ κύριον τῆς τῶν ἀντικειμένων αἱρέσεώς τε καὶ πράξεως [...] ἐπὶ περιεστῶσιν ἀνθρώποις δίκαιος γίνεσθαι πεπιστευμένος ὁμοίως ἰδι
concept_mr2_ability_responsibility,MR2: Ability-based Moral Responsibility,discusses MR2: Ability-based Moral Responsibility?,0.91,passage_alex_fat_29,Alexander of Aphrodisias,De Fato,De Fato 29,grc,"ἐδείξαμεν δὲ ὅτι οὕτως ἐπ’ αὐτῷ τῷ φρονίμῳ τὸ εἶναι τοιούτῳ, ὅτι τῆς τοιαύτης ἕξεως καὶ τῆς κτήσεως αὐτῆς αὐτὸς αἴτιος τῷ καὶ τοῦ μὴ γενέσθαι τοιοῦτος ἔχειν πρότερον τὴν ἐξουσίαν. τὴν μὲν οὖν ἕξιν μηκέτ’ ἔχει ὡς ἐπ’ αὐτῷ (ὥσπερ οὐδὲ τῷ αὐτὸ"
concept_two_sidedness_eph_hemin,Bilatéralité du τὸ ἐφ' ἡμῖν (two-sidedness),discusses Bilatéralité du τὸ ἐφ' ἡμῖν (two-sidedness)?,0.91,passage_alex_fat_29,Alexander of Aphrodisias,De Fato,De Fato 29,grc,"ἐδείξαμεν δὲ ὅτι οὕτως ἐπ’ αὐτῷ τῷ φρονίμῳ τὸ εἶναι τοιούτῳ, ὅτι τῆς τοιαύτης ἕξεως καὶ τῆς κτήσεως αὐτῆς αὐτὸς αἴτιος τῷ καὶ τοῦ μὴ γενέσθαι τοιοῦτος ἔχειν πρότερον τὴν ἐξουσίαν. τὴν μὲν οὖν ἕξιν μηκέτ’ ἔχει ὡς ἐπ’ αὐτῷ (ὥσπερ οὐδὲ τῷ αὐτὸ"
concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις),discusses Prohairesis (Προαίρεσις)?,0.91,passage_arist_ee_7_2,Aristotle,Ἠθικὰ Εὐδήμεια,7.2,grc,"ληπτέος δὴ τρόπος ὅστις ἡμῖν ἅμα τά τε δοκοῦντα περὶ τούτων μάλιστα ἀποδώσει, καὶ τὰς ἀπορίας λύσει καὶ τὰς  ἐναντιώσεις. τοῦτο δʼ ἔσται, ἐὰν εὐλόγως φαίνηται τὰ ἐναντία δοκοῦντα· μάλιστα γὰρ ὁμολογούμενος ὁ τοιοῦτος ἔσται λόγος τοῖς φαινομ"
concept_autokrateia_alex,Self-Governance / αὐτεξούσιον (Alexander),discusses Self-Governance / αὐτεξούσιον (Alexander)?,0.91,passage_alexander_de_fato_14,Alexander of Aphrodisias,De Fato,,grc,"ἔνεστι δ' ὁρᾶν, εἰ ταῦτα λέγοντες σώζουσιν τὰς κοινὰς περὶ τοῦ ἐφ' ἡμῖν πάντων ἀνθρώπων προλήψεις. οἱ γὰρ ἀπαιτοῦντες αὐτούς, πῶς οἷόν τε πάντων ὄντων καθ' εἱμαρμένην τὸ ἐφ' ἡμῖν σώζεσθαι, οὐκ ὄνομα μόνον τοῦ ἐφ' ἡμῖν τιθέντες τοῦτ' ἀπαιτοῦ"
concept_socratic_intellectualism_f6g7h8i9,Socratic Intellectualism (Virtue is Knowledg,discusses Socratic Intellectualism (Virtue is Knowledg?,0.91,passage_arist_ee_8_1,Aristotle,Ἠθικὰ Εὐδήμεια,8.1,grc,"ἀπορήσειε δʼ ἄν τις, εἰ ἔστιν ἑκάστῳ φίλῳ χρήσασθαι καὶ ἐφʼ ᾧ πέφυκε καὶ ἄλλως, καὶ τοῦτο ἢ καθʼ αὑτὸ ἢ κατὰ συμβεβηκός, οἷον εἰ ὀφθαλμὸς ἰδεῖν ἢ καὶ ἄλλως παριδεῖν διαστρέψαντα, ὥστε δύο τὸ ἓν φανῆναι. αὗται μὲν δὴ  ἄμφω ὅτι μὲν ὀφθαλμός· "
concept_incompatibilism_ancient_o5p6q7r8,Ancient Incompatibilism,discusses Ancient Incompatibilism?,0.91,passage_alex_fat_28,Alexander of Aphrodisias,De Fato,De Fato 28,grc,"οἱ δὲ φάσκοντες ἐξ ἀνάγκης ἡμᾶς εἶναί τε καὶ γίνεσθαι τοιούτους, καὶ μὴ καταλιπόντες ἡμῖν τὴν ἐξουσίαν τοῦ ταῦτα πράττειν τε καὶ μή, δι’ ὧν ἂν τοιοῦτοι γενοίμεθα, καὶ διὰ τοῦτο μήτε τοῖς κακοῖς γινομένοις ἐξεῖναι μὴ ταῦτα πράττειν, ἃ πράττο"
concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις),discusses Prohairesis (Προαίρεσις)?,0.91,passage_arist_ee_7_11,Aristotle,Ἠθικὰ Εὐδήμεια,7.11,grc,"περὶ δὲ τοῦ ἀγαθοῦ καὶ κατʼ ἀρετὴν φίλου, σκεπτέον πότερον δεῖ ἐκείνῳ τὰ χρήσιμα ὑπηρετεῖν καὶ βοηθεῖν ἢ τῷ ἀντιποιοῦντι καὶ δυναμένῳ. τοῦτο δὲ τὸ αὐτὸ πρόβλημα ἐστί, πότερον τὸν φίλον ἢ τὸν σπουδαῖον εὖ ποιητέον μᾶλλον. ἂν  μὲν γὰρ ὁ φίλος"
concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.9,passage_arist_di_9_15,Aristotle,De interpretatione,9.15,grc,"Τὸ μὲν οὖν εἶναι τὸ ὂν ὅταν ᾖ, καὶ τὸ μὴ ὂν μὴ εἶναι ὅταν μὴ ᾗ, ἀνάγκη· οὐ μὴν οὔτε τὸ ὂν ἅπαν ἀνάγκη εἶναι οὔτε τὸ μὴ ὂν μὴ εἶναι. Οὐ γὰρ ταὐτόν ἐστι τὸ ὂν ἅπαν εἶναι ἐξ ἀνάγκης ὅτε ἔστι, καὶ τὸ ἁπλῶς εἶναι ἐξ ἀνάγκης. Ὁμοίως δὲ καὶ ἐπὶ το"
concept_autexousion_christian_freedom_u1v2w3x4,Autexousion (Αὐτεξούσιον),discusses Autexousion (Αὐτεξούσιον)?,0.9,passage_alex_fat_18,Alexander of Aphrodisias,De Fato,De Fato 18,grc,"ἀλλ’ ὅτι μὲν τὸ δόγμα τοῦτο ἀνατροπῆς αἴτιον παντὸς τοῦ τῶν ἀνθρώπων βίου, παντί που μαθεῖν ῥᾴδιον, ὅτι δὲ καὶ ψεῦδος, ἱκανὸν μαρτύριον τὸ μηδ’ αὐτοὺς τοὺς προστάτας αὐτοῦ δύνασθαι πείθεσθαι τοῖς ὑφ’ αὐτῶν λεγομένοις. οὕτω γὰρ ἐν πᾶσι τοῖς "
concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.9,passage_aspasius_1,Aspasius,In Ethica Nicomachea Commentaria,In Ethica Nicomachea Commentaria 1,grc,"Ἡ περὶ τὰ ἤθη πραγματεία καὶ μάλιστα ἡ πολιτικὴ ἠθικὴ] κατὰ μὲν τὸ ἀναγκαῖον τῆς θεωρητικῆς φιλοσοφίας, κατὰ δὲ τὸ τίμιον ὑστέρα. ᾗ μὲν γὰρ ἀδύνατον καλῶς ζῆν μὴ σώφρονας ὄντας καὶ δικαίους καὶ ὅλως τὸ ἦθος κεκοσμημένους καὶ εἰς συμμετρίαν "
concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις),discusses Prohairesis (Προαίρεσις)?,0.9,passage_aspasius_1,Aspasius,In Ethica Nicomachea Commentaria,In Ethica Nicomachea Commentaria 1,grc,"Ἡ περὶ τὰ ἤθη πραγματεία καὶ μάλιστα ἡ πολιτικὴ ἠθικὴ] κατὰ μὲν τὸ ἀναγκαῖον τῆς θεωρητικῆς φιλοσοφίας, κατὰ δὲ τὸ τίμιον ὑστέρα. ᾗ μὲν γὰρ ἀδύνατον καλῶς ζῆν μὴ σώφρονας ὄντας καὶ δικαίους καὶ ὅλως τὸ ἦθος κεκοσμημένους καὶ εἰς συμμετρίαν "
concept_voluntas_y7z8a9b0,Will (Voluntas),discusses Will (Voluntas)?,0.9,passage_aug_civ_xii_xxi_s92,Augustine,De Civitate Dei,XII.XXI.4,lat,"Quapropter quoniam circuitus illi iam explosi sunt, quibus ad easdem miserias necessario putabatur anima reditura: quid restat conuenientius pietati quam credere non esse inpossibile Deo et ea, quae numquam fecerit, noua facere et ineffabil"
concept_to_eph_hemin_nemesius,To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius,discusses To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius?,0.9,passage_alex_fat_38,Alexander of Aphrodisias,De Fato,De Fato 38,grc,"ὅτι δὲ μηδὲ ἐκ τοῦ δεικνύναι τὴν καθ’ ὁρμὴν κίνησιν τοῖς ζῴοις μένουσαν πάντων γινομένων καθ’ εἱμαρμένην σώζουσιν τὸ ἐφ’ ἡμῖν, εἰ μὴ βούλοιτό τις ἀπλῶς τὸ ὑπό τινος κατὰ τὴν οἰκείαν γινόμενον φύσιν ἐπ’ ἐκείνῳ λέγειν ἄλλο τι σημαινόμενον τοῦ"
concept_bechirah_c1d2e3f4,Choice/Free Will (Bechirah),discusses Choice/Free Will (Bechirah)?,0.9,passage_aug_gla_1_1,Augustine,De Libero Arbitrio,Grat. 1.1,lat,"DE GRATIA ET LIBERO ARBITRIO LIBER UNUS AD VALENTINUM ET CUM ILLO MONACHOS De obscuritate quaestionis. 1. 1. Propter eos qui hominis liberum arbitrium sic praedicant et defendunt, ut Dei gratiam qua vocamur ad eum et a nostris malis meritis"
concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.9,passage_arist_met_6_3,Aristotle,τὰ Μετὰ τὰ Φυσικά,6.3,grc,"ὅτι δʼ εἰσὶν ἀρχαὶ καὶ αἴτια γενητὰ καὶ φθαρτὰ ἄνευ τοῦ γίγνεσθαι καὶ φθείρεσθαι, φανερόν. εἰ γὰρ μὴ τοῦτʼ, ἐξ ἀνάγκης πάντʼ ἔσται, εἰ τοῦ γιγνομένου καὶ φθειρομένου μὴ κατὰ συμβεβηκὸς αἴτιόν τι ἀνάγκη εἶναι. πότερον γὰρ ἔσται τοδὶ ἢ οὔ; ἐά"
concept_liberum_arbitrium_u3v4w5x6,Free Choice (Liberum Arbitrium),discusses Free Choice (Liberum Arbitrium)?,0.9,passage_aug_dla_3_16_45,Augustine,De libero arbitrio,3.16.45,lat,"Deus autem nulli debet aliquid, quia omnia gratuito praestat. Et si quisquam dicet ab illo aliquid deberi meritis suis, certe ut esset, non ei debebatur. Non enim erat cui deberetur. Et tamen, quod meritum est converti ad eum ex quo es, ut "
concept_to_eph_hemin_nemesius,To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius,discusses To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius?,0.9,passage_alex_fat_21,Alexander of Aphrodisias,De Fato,De Fato 21,grc,"μηδὲ ἐκεῖνο δὲ ἡμῖν ἀνεξέταστον παραλελείφθω, εἴ τις ὑποθοῖτο, μηδὲν μᾶλλον ἀληθῆ εἶναι τὸ εἶναί τι οὕτως ἐφ’ ἡμῖν, ὡς ἡμεῖς τε ἀξιοῦμεν καὶ ἡ τῶν πραγμάτων φύσις ἔχειν μαρτυρεῖ, τοῦ πάντα ἐξ ἀνάγκης τε γίνεσθαι καὶ καθ’ εἱμαρμένην, ἀλλ’ εἶ"
