type,concept_id,concept_label,question,probability,passage_id,auteur,oeuvre,ref,langue,extrait
candidat_proche,concept_ancient_free_will_debate_structure_z6a7b8c9,Ancient Free Will Debate: Compatibilism vs. ,discusses Ancient Free Will Debate: Compatibilism vs. ?,0.78,passage_alex_fat_16,Alexander of Aphrodisias,De Fato,De Fato 16,grc,"Ἀλλ’ ὅτι μὲν οὔτε σώζουσι τὸ ἐφ’ ἡμῖν οἱ λέγοντες πάντα καθ’ εἱμαρμένην γίνεσθαι (οὐ γὰρ περὶ οὖ ζητοῦμεν, εἰ σώζεται κατ’ αὐτούς, τοῦτο σώζεται, οἵ γε καὶ αἰτίαν ἀποδιδόναι πειρῶνται τοῦ μηδὲ τὴν ἀρχὴν δυνατὸν εἶναι τὸ πρᾶγμα), οὐδὲ ἣν ἀπο"
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.78,passage_arist_met_3_4,Aristotle,τὰ Μετὰ τὰ Φυσικά,3.4,grc,"ἔστι δʼ ἐχομένη τε τούτων ἀπορία καὶ πασῶν χαλεπωτάτη καὶ ἀναγκαιοτάτη θεωρῆσαι, περὶ ἧς ὁ λόγος ἐφέστηκε νῦν. εἴτε γὰρ μὴ ἔστι τι παρὰ τὰ καθʼ ἕκαστα, τὰ δὲ καθʼ ἕκαστα ἄπειρα, τῶν δʼ ἀπείρων πῶς ἐνδέχεται λαβεῖν ἐπιστήμην; ᾗ γὰρ ἕν τι καὶ"
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.78,passage_arist_da_3_1,Aristotle,De anima,3.1,grc,"Ὅτι δ’ οὐκ ἔστιν αἴσθησις ἑτέρα παρὰ τὰς πέντε (λέγω δὲ ταύτας ὄψιν, ἀκοήν, ὄσφρησιν, γεῦσιν, ἁφήν), ἐκ τῶνδε πιστεύσειεν ἄν τις. Εἰ γὰρ παντὸς οὗ ἐστὶν αἴσθησις ἁφή, καὶ νῦν αἴσθησιν ἔχομεν (πάντα γὰρ τὰ τοῦ ἁπτοῦ ᾗ ἁπτὸν πάθη τῇ ἁφῇ ἡμῖν "
candidat_proche,concept_incompatibilism_ancient_o5p6q7r8,Ancient Incompatibilism,discusses Ancient Incompatibilism?,0.78,passage_alex_fat_29,Alexander of Aphrodisias,De Fato,De Fato 29,grc,"ἐδείξαμεν δὲ ὅτι οὕτως ἐπ’ αὐτῷ τῷ φρονίμῳ τὸ εἶναι τοιούτῳ, ὅτι τῆς τοιαύτης ἕξεως καὶ τῆς κτήσεως αὐτῆς αὐτὸς αἴτιος τῷ καὶ τοῦ μὴ γενέσθαι τοιοῦτος ἔχειν πρότερον τὴν ἐξουσίαν. τὴν μὲν οὖν ἕξιν μηκέτ’ ἔχει ὡς ἐπ’ αὐτῷ (ὥσπερ οὐδὲ τῷ αὐτὸ"
candidat_proche,concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις),discusses Prohairesis (Προαίρεσις)?,0.78,passage_alex_fat_11,Alexander of Aphrodisias,De Fato,De Fato 11,grc,"Ἀκολουθεῖ δὲ τῷ πάντα τὰ γινόμενα προκαταβεβλημέναις καὶ ὡρισμέναις καὶ προυπαρχούσαις τισὶν αἰτίαις ἔσεσθαι τὸ καὶ βουλεύεσθαι τοὺς ἀνθρώπους μάτην περὶ τῶν πρακτέων αὐτοῖς. εἰ δὲ τὸ βουλεύεσθαι μάτην, μάτην ἂν ἄνθρωπος εἴη βουλευτικός. κα"
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.78,passage_arist_da_3_11,Aristotle,De anima,3.11,grc,"Σκεπτέον δὲ καὶ περὶ τῶν ἀτελῶν, τί τὸ κινοῦν ἐστίν, οἷς ἁφὴ μόνον ὑπάρχει αἴσθησις, πότερον ἐνδέχεται φαντασίαν ὑπάρχειν τούτοις, ἢ οὔ, καὶ ἐπιθυμίαν. Φαίνεται γὰρ λύπη καὶ ἡδονὴ ἐνοῦσα. Εἰ δὲ ταῦτα, καὶ ἐπιθυμίαν ἀνάγκη. Φαντασία δὲ πῶς ἂ"
candidat_proche,concept_axioma_dignity_alex,Human Dignity / ἀξία (Alexander),discusses Human Dignity / ἀξία (Alexander)?,0.78,passage_alex_fat_35,Alexander of Aphrodisias,De Fato,De Fato 35,grc,"μηδὲ ἐκεῖνον δὲ παραλείπωμεν τὸν λόγον, ᾧ θαρροῦσιν ὡς δεικνύναι δυναμένου τῶν προκειμένων τι. λέγουσιν γὰρ οὐ γὰρ ἔστι μὲν τοιαύτη ἡ εἱμαρμένη, οὐκ ἔστι δὲ πεπρωμένη, * * * οὐκ ἔστι δὲ αἶσα, οὐδὲ ἔστι μὲν αἶσα, οὐκ ἔστι δὲ νέμεσις, οὐδὲ ἔσ"
candidat_proche,concept_divine_prescience,Divine Prescience (πρόγνωσις),discusses Divine Prescience (πρόγνωσις)?,0.78,passage_aug_civ_xii_xxiii,Augustine,De Civitate Dei,XII.XXIII.1,lat,"Nec ignorabat Deus hominem peccaturum et morti iam obnoxium morituros propagaturum eoque progressuros peccandi inmanitate mortales, ut tutius atque pacatius inter se rationalis uoluntatis expertes bestiae sui generis uiuerent, quarum ex aqu"
candidat_proche,concept_to_endechomenon_alexander_amand1945,τὸ ἐνδεχόμενον / τὸ ὁπότερα — concept de con,discusses τὸ ἐνδεχόμενον / τὸ ὁπότερα — concept de con?,0.77,passage_arist_di_9_15,Aristotle,De interpretatione,9.15,grc,"Τὸ μὲν οὖν εἶναι τὸ ὂν ὅταν ᾖ, καὶ τὸ μὴ ὂν μὴ εἶναι ὅταν μὴ ᾗ, ἀνάγκη· οὐ μὴν οὔτε τὸ ὂν ἅπαν ἀνάγκη εἶναι οὔτε τὸ μὴ ὂν μὴ εἶναι. Οὐ γὰρ ταὐτόν ἐστι τὸ ὂν ἅπαν εἶναι ἐξ ἀνάγκης ὅτε ἔστι, καὶ τὸ ἁπλῶς εἶναι ἐξ ἀνάγκης. Ὁμοίως δὲ καὶ ἐπὶ το"
candidat_proche,concept_eph_hemin_two_sided_potestative,Two-sided Potestative ἐφ' ἡμῖν,discusses Two-sided Potestative ἐφ' ἡμῖν?,0.77,passage_alex_fat_18,Alexander of Aphrodisias,De Fato,De Fato 18,grc,"ἀλλ’ ὅτι μὲν τὸ δόγμα τοῦτο ἀνατροπῆς αἴτιον παντὸς τοῦ τῶν ἀνθρώπων βίου, παντί που μαθεῖν ῥᾴδιον, ὅτι δὲ καὶ ψεῦδος, ἱκανὸν μαρτύριον τὸ μηδ’ αὐτοὺς τοὺς προστάτας αὐτοῦ δύνασθαι πείθεσθαι τοῖς ὑφ’ αὐτῶν λεγομένοις. οὕτω γὰρ ἐν πᾶσι τοῖς "
candidat_proche,concept_bechirah_c1d2e3f4,Choice/Free Will (Bechirah),discusses Choice/Free Will (Bechirah)?,0.77,passage_alex_fat_18,Alexander of Aphrodisias,De Fato,De Fato 18,grc,"ἀλλ’ ὅτι μὲν τὸ δόγμα τοῦτο ἀνατροπῆς αἴτιον παντὸς τοῦ τῶν ἀνθρώπων βίου, παντί που μαθεῖν ῥᾴδιον, ὅτι δὲ καὶ ψεῦδος, ἱκανὸν μαρτύριον τὸ μηδ’ αὐτοὺς τοὺς προστάτας αὐτοῦ δύνασθαι πείθεσθαι τοῖς ὑφ’ αὐτῶν λεγομένοις. οὕτω γὰρ ἐν πᾶσι τοῖς "
candidat_proche,concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.77,passage_arist_en_3_1,Aristotle,Ethica Nicomachea,"Arist. EN III.1, 1109b30-1111b3",grc,δοκεῖ δὴ ἑκούσιον εἶναι οὗ ἡ ἀρχὴ ἐν αὐτῷ εἰδότι τὰ καθ' ἕκαστα ἐν οἷς ἡ πρᾶξις.
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.77,passage_arist_met_11_5,Aristotle,τὰ Μετὰ τὰ Φυσικά,11.5,grc,"ἔστι δέ τις ἐν τοῖς οὖσιν ἀρχὴ περὶ ἣν οὐκ ἔστι διεψεῦσθαι, τοὐναντίον δὲ ἀναγκαῖον ἀεὶ ποιεῖν, λέγω δὲ ἀληθεύειν, οἷον ὅτι οὐκ ἐνδέχεται τὸ αὐτὸ καθʼ ἕνα καὶ τὸν αὐτὸν χρόνον εἶναι καὶ μὴ εἶναι,  καὶ τἆλλα τὰ τοῦτον αὑτοῖς ἀντικείμενα τὸν "
candidat_proche,concept_eph_hemin_two_sided_potestative,Two-sided Potestative ἐφ' ἡμῖν,discusses Two-sided Potestative ἐφ' ἡμῖν?,0.77,passage_alex_fat_38,Alexander of Aphrodisias,De Fato,De Fato 38,grc,"ὅτι δὲ μηδὲ ἐκ τοῦ δεικνύναι τὴν καθ’ ὁρμὴν κίνησιν τοῖς ζῴοις μένουσαν πάντων γινομένων καθ’ εἱμαρμένην σώζουσιν τὸ ἐφ’ ἡμῖν, εἰ μὴ βούλοιτό τις ἀπλῶς τὸ ὑπό τινος κατὰ τὴν οἰκείαν γινόμενον φύσιν ἐπ’ ἐκείνῳ λέγειν ἄλλο τι σημαινόμενον τοῦ"
candidat_proche,concept_eph_hemin_two_sided_potestative,Two-sided Potestative ἐφ' ἡμῖν,discusses Two-sided Potestative ἐφ' ἡμῖν?,0.77,passage_alex_fat_16,Alexander of Aphrodisias,De Fato,De Fato 16,grc,"Ἀλλ’ ὅτι μὲν οὔτε σώζουσι τὸ ἐφ’ ἡμῖν οἱ λέγοντες πάντα καθ’ εἱμαρμένην γίνεσθαι (οὐ γὰρ περὶ οὖ ζητοῦμεν, εἰ σώζεται κατ’ αὐτούς, τοῦτο σώζεται, οἵ γε καὶ αἰτίαν ἀποδιδόναι πειρῶνται τοῦ μηδὲ τὴν ἀρχὴν δυνατὸν εἶναι τὸ πρᾶγμα), οὐδὲ ἣν ἀπο"
candidat_proche,concept_to_endechomenon_alexander_amand1945,τὸ ἐνδεχόμενον / τὸ ὁπότερα — concept de con,discusses τὸ ἐνδεχόμενον / τὸ ὁπότερα — concept de con?,0.77,passage_alex_fat_24,Alexander of Aphrodisias,De Fato,De Fato 24,grc,ἆρ’ οὖν τούτων οὕτως ἐχόντων ἀναιτίως τι γενήσεται καἴ τοῦθ’ ἡμῶν ὁ λόγος προξενεῖ; ἢ δύναται | σώζεσθαι τὸ μηδὲν ἀναιτίως τῶν γινομένων γίνεσθαι καὶ τοῦτον τὸν τρόπον ἐχόντων ὡς ἡμεῖς λέγομεν τῶν πραγμάτων. ἂν γὰρ παυσάμενοι τῆς ἀλύσεως τῶ
candidat_proche,concept_divine_prescience,Divine Prescience (πρόγνωσις),discusses Divine Prescience (πρόγνωσις)?,0.77,passage_boethius_cons_122,Boethius,De Consolatione Philosophiae,Cons. 122,lat,"Si igitur, uti rationis participes sumus, ita divinae iudicium mentis habere possemus, sicut imaginationem sensumque rationi cedere oportere iudicavimus, sic divinae sese menti humanam summittere rationem iustissimum censeremus. Quare in il"
candidat_proche,concept_socratic_intellectualism_f6g7h8i9,Socratic Intellectualism (Virtue is Knowledg,discusses Socratic Intellectualism (Virtue is Knowledg?,0.77,passage_alex_fat_19,Alexander of Aphrodisias,De Fato,De Fato 19,grc,Ἐπαύσαντο δ’ ἂν τῆς ἐν τοῖς λόγοις φιλοτιμίας καὶ συγχωρησάντων εἶναι τὸ ἐφ’ ἡμῖν ἐλεύθερόν τε καὶ αὐτεξούσιον καὶ κύριον τῆς τῶν ἀντικειμένων αἱρέσεώς τε καὶ πράξεως [...] ἐπὶ περιεστῶσιν ἀνθρώποις δίκαιος γίνεσθαι πεπιστευμένος ὁμοίως ἰδι
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.77,passage_arist_met_10_10,Aristotle,τὰ Μετὰ τὰ Φυσικά,10.10,grc,"ἐπειδὴ δὲ τὰ ἐναντία ἕτερα τῷ εἴδει, τὸ δὲ φθαρτὸν καὶ τὸ ἄφθαρτον ἐναντία (στέρησις γὰρ ἀδυναμία διωρισμένη), ἀνάγκη ἕτερον εἶναι τῷ γένει τὸ φθαρτὸν καὶ τὸ ἄφθαρτον. νῦν μὲν οὖν ἐπʼ αὐτῶν εἰρήκαμεν τῶν καθόλου ὀνομάτων, ὥστε δόξειεν ἂν οὐ"
candidat_proche,concept_source_incompatibilism,Source Incompatibilism,discusses Source Incompatibilism?,0.77,passage_alex_fat_34,Alexander of Aphrodisias,De Fato,De Fato 34,grc,"πῶς δ’ οὐκ ἀγνοούντων τὰ ὑφ’ αὑτῶν γινόμενα τὸ τῇ ἀληθείᾳ τῶν γινομένων, ἣν ἀναιροῦσιν διὰ τοῦ δόγματος, αὐτῇ κεχρῆσθαι πρὸς κατασκευὴν τοῦ ἀναιροῦντος αὐτὴν δόγματος; λαβόντες γὰρ τὸ ἕκαστον τῶν συνεστώτων φύσει καθ’ εἱμαρμένην εἶναι τοιοῦ"
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.77,passage_arist_ee_2_11,Aristotle,Ἠθικὰ Εὐδήμεια,2.11,grc,"τούτων δὲ διωρισμένων, λέγωμεν πότερον ἡ ἀρετὴ ἀναμάρτητον ποιεῖ τὴν προαίρεσιν καὶ τὸ τέλος ὀρθόν, οὕτως ὥστε οὗ ἕνεκα δεῖ προαιρεῖσθαι, ἢ ὥσπερ δοκεῖ τισί, τὸν  λόγον. ἔστι δὲ τοῦτο ἐγκράτεια· αὕτη γὰρ οὐ διαφθείρει τὸν λόγον. ἔστι δʼ ἀρε"
candidat_proche,concept_fate_principle_bobzien,"Principe du Destin (Fate Principle, Bobzien ","discusses Principe du Destin (Fate Principle, Bobzien ?",0.77,passage_alexander_de_fato_14,Alexander of Aphrodisias,De Fato,,grc,"ἔνεστι δ' ὁρᾶν, εἰ ταῦτα λέγοντες σώζουσιν τὰς κοινὰς περὶ τοῦ ἐφ' ἡμῖν πάντων ἀνθρώπων προλήψεις. οἱ γὰρ ἀπαιτοῦντες αὐτούς, πῶς οἷόν τε πάντων ὄντων καθ' εἱμαρμένην τὸ ἐφ' ἡμῖν σώζεσθαι, οὐκ ὄνομα μόνον τοῦ ἐφ' ἡμῖν τιθέντες τοῦτ' ἀπαιτοῦ"
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.77,passage_arist_met_12_7,Aristotle,τὰ Μετὰ τὰ Φυσικά,12.7,grc,"ἐπεὶ δʼ οὕτω τʼ ἐνδέχεται, καὶ εἰ μὴ οὕτως, ἐκ νυκτὸς ἔσται καὶ ὁμοῦ πάντων καὶ ἐκ μὴ ὄντος, λύοιτʼ ἂν ταῦτα, καὶ ἔστι τι ἀεὶ κινούμενον κίνησιν ἄπαυστον, αὕτη δʼ ἡ κύκλῳ (καὶ τοῦτο οὐ λόγῳ μόνον ἀλλʼ ἔργῳ δῆλον), ὥστʼ ἀΐδιος ἂν εἴη ὁ πρῶτο"
candidat_proche,concept_ancient_free_will_debate_structure_z6a7b8c9,Ancient Free Will Debate: Compatibilism vs. ,discusses Ancient Free Will Debate: Compatibilism vs. ?,0.76,passage_alex_fat_1,Alexander of Aphrodisias,De Fato,De Fato 1,grc,"Ἦν μὲν δι’ εὐχῆς μοι, μέγιστοι αὐτοκράτορες ΔΣεβῆρε καὶ Ἀντωνῖνε, αὐτῷ γενομένῳ παρ’ ὑμῖν ἰδεῖν τε ὑμᾶς καὶ προσειπεῖν καὶ καθομολογῆσαι χάριν ἀνθ’ ὧν ἔπαθον εὖ παρ’ ὑμῶν πολλάκις, αἰεὶ τυχών πάντων ὧν ἠξίωσα μετὰ μαρτυρίας ἧς δίκαιος εἶναι"
candidat_proche,concept_to_eph_hemin_nemesius,To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius,discusses To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius?,0.76,passage_alex_fat_26,Alexander of Aphrodisias,De Fato,De Fato 26,grc,"Ἃ δὲ ἀποροῦσιν πρὸς τὸ εἶναι τοιοῦτον τὸ ἐφ’ ἡμῖν, ὁποῖον ἡ κοινὴ πρόληψις τῶν ἀνθρώπων πεπίστευκεν, ἀπορεῖν μὲν οὐκ ἄλογον, τὸ δὲ τοῖς ἀπορουμένοις ἐποχουμένους ὡς ὁμολογουμένοις ἀναιρεῖν μέν, ἃ οὕτως ἐναργῆ, σκιαγραφίαν δέ τινα καὶ παιδιὰ"
candidat_proche,concept_libertas_spontaneitatis_5g9b0c68,Liberty of Spontaneity (Libertas Spontaneita,discusses Liberty of Spontaneity (Libertas Spontaneita?,0.76,passage_arist_en_3_1,Aristotle,Ethica Nicomachea,"Arist. EN III.1, 1109b30-1111b3",grc,δοκεῖ δὴ ἑκούσιον εἶναι οὗ ἡ ἀρχὴ ἐν αὐτῷ εἰδότι τὰ καθ' ἕκαστα ἐν οἷς ἡ πρᾶξις.
candidat_proche,concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.76,passage_alex_fat_36,Alexander of Aphrodisias,De Fato,De Fato 36,grc,"ἀλλὰ ταῦτά γε εἰ μὲν ὑπό τινων αἰτίων περιεστώτων αὐτοῖς οὕτως ἀναγκάζονται λέγειν, συγγινώσκειν αὐτοῖς ἄξιον, καὶ οὐδὲν δεῖ οὔθ’ ἡμᾶς περὶ τῶν ὑπ’ ἐκείνων κατ’ ἀνάγκην λεγομένων πολυπραγμονεῖν οὔτε ἐκείνους περὶ τῶν οὐχ ὁμοίως αὐτοῖς λεγόν"
candidat_proche,concept_to_eph_hemin_nemesius,To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius,discusses To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius?,0.76,passage_alex_fat_34,Alexander of Aphrodisias,De Fato,De Fato 34,grc,"πῶς δ’ οὐκ ἀγνοούντων τὰ ὑφ’ αὑτῶν γινόμενα τὸ τῇ ἀληθείᾳ τῶν γινομένων, ἣν ἀναιροῦσιν διὰ τοῦ δόγματος, αὐτῇ κεχρῆσθαι πρὸς κατασκευὴν τοῦ ἀναιροῦντος αὐτὴν δόγματος; λαβόντες γὰρ τὸ ἕκαστον τῶν συνεστώτων φύσει καθ’ εἱμαρμένην εἶναι τοιοῦ"
candidat_proche,concept_bechirah_c1d2e3f4,Choice/Free Will (Bechirah),discusses Choice/Free Will (Bechirah)?,0.76,passage_aug_gla_1_4,Augustine,De Libero Arbitrio,Grat. 1.4,lat,"In defensione liberi arbitrii gratiae Dei locus relinquatur. 4. 6. Sed metuendum est ne ista omnia divina testimonia, et quaecumque alia sunt, quae sine dubitatione sunt plurima, in defensione liberi arbitrii, sic intellegantur, ut ad vitam"
candidat_proche,concept_grace_freedom_synergy,Grace-Freedom Synergy (συνεργία),discusses Grace-Freedom Synergy (συνεργία)?,0.76,passage_aug_gla_1_4,Augustine,De Libero Arbitrio,Grat. 1.4,lat,"In defensione liberi arbitrii gratiae Dei locus relinquatur. 4. 6. Sed metuendum est ne ista omnia divina testimonia, et quaecumque alia sunt, quae sine dubitatione sunt plurima, in defensione liberi arbitrii, sic intellegantur, ut ad vitam"
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.76,passage_arist_mm_2_7_2,Aristotle,Magna Moralia,2.7.2,grc,"ἐγγὺς οὖν τὸ ἀλύπως τῆς ἡδονῆς ἐστίν. Διόπερ λεκτέον ὑπὲρ ἡδονῆς, οὐ μόνον δὲ διότι καὶ οἱ ἄλλοι οἴονται δεῖν, ἀλλὰ δὴ ἀναγκαῖον ἡμῖν ἐστιν λέγειν ὑπὲρ ἡδονῆς. ἐπειδὴ γὰρ ὑπὲρ εὐδαιμονίας ἡμῖν ἐστιν ὁ λόγος, τὴν δ' εὐδαιμονίαν διωρίκαμεν κα"
candidat_proche,concept_to_eph_hemin_nemesius,To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius,discusses To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius?,0.76,passage_alexander_de_fato_14,Alexander of Aphrodisias,De Fato,,grc,"ἔνεστι δ' ὁρᾶν, εἰ ταῦτα λέγοντες σώζουσιν τὰς κοινὰς περὶ τοῦ ἐφ' ἡμῖν πάντων ἀνθρώπων προλήψεις. οἱ γὰρ ἀπαιτοῦντες αὐτούς, πῶς οἷόν τε πάντων ὄντων καθ' εἱμαρμένην τὸ ἐφ' ἡμῖν σώζεσθαι, οὐκ ὄνομα μόνον τοῦ ἐφ' ἡμῖν τιθέντες τοῦτ' ἀπαιτοῦ"
candidat_proche,concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.76,passage_arist_met_12_7,Aristotle,τὰ Μετὰ τὰ Φυσικά,12.7,grc,"ἐπεὶ δʼ οὕτω τʼ ἐνδέχεται, καὶ εἰ μὴ οὕτως, ἐκ νυκτὸς ἔσται καὶ ὁμοῦ πάντων καὶ ἐκ μὴ ὄντος, λύοιτʼ ἂν ταῦτα, καὶ ἔστι τι ἀεὶ κινούμενον κίνησιν ἄπαυστον, αὕτη δʼ ἡ κύκλῳ (καὶ τοῦτο οὐ λόγῳ μόνον ἀλλʼ ἔργῳ δῆλον), ὥστʼ ἀΐδιος ἂν εἴη ὁ πρῶτο"
candidat_proche,concept_stoic_causal_principle,"Stoic Causal Principle (Same Causes, Same Ef","discusses Stoic Causal Principle (Same Causes, Same Ef?",0.75,passage_alex_fat_13,Alexander of Aphrodisias,De Fato,De Fato 13,grc,"τοιούτου δ’ ὄντος αὐτοῦ, τὸ μὲν δεικνύναι τοῦτο σωζόμενον κατὰ τοὺς πάντα λέγοντας γίνεσθαι καθ’ εἱμαρμένην οὐδὲ ἐπιχειροῦσιν τὴν ἀρχήν (ἴσασιν γὰρ ἐγχειρήσαντες ἀδυνάτοις), ὡς δὲ ἐπὶ τῆς τύχης ἄλλο τι σημαινόμενον ὑποθέντες τῷ τῆς τύχης ὀν"
candidat_proche,concept_mr2_ability_responsibility,MR2: Ability-based Moral Responsibility,discusses MR2: Ability-based Moral Responsibility?,0.75,passage_alex_fat_2,Alexander of Aphrodisias,De Fato,De Fato 2,grc,"Τὸ μὲν οὖν εἶναί τι τὴν εἱμαρμένην καὶ αἰτίαν εἶναι τοῦ γίνεσθαί τινα κατ’ αὐτὴν ἱκανῶς ἡ τῶν ἀνθρώπων συνίστησιν πρόληψις (οὐ γὰρ κενὸν οὐδ’ ἄστοχον τἀληθοῦς ἡ κοινὴ τῶν ἀνθρώπων φύσις, καθ’ ἣν περί τινων ὁμοδοξοῦσιν ἀλλήλοις, ὅσοι γε αὐτῶ"
candidat_proche,concept_libertas_spontaneitatis_5g9b0c68,Liberty of Spontaneity (Libertas Spontaneita,discusses Liberty of Spontaneity (Libertas Spontaneita?,0.75,passage_alex_fat_20,Alexander of Aphrodisias,De Fato,De Fato 20,grc,"ἀλλ’ ὅτι μὲν καὶ ἔστι τι ἐφ’ ἡμῖν ὀνομάσαι, καὶ οὐ διὰ τὴν ἐξουσίαν ταύτην ἀναιτίως τι γίνεται, τῷ τῶν οὕτως γινομένων αἴτιον τὸν ἄνθρωπον εἶναι, ἀρχὴν αὐτὸν ὄντα τῶν γινομένων ὑφ’ αὑτοῦ, ἱκανὰ μὲν δεῖξαι καὶ τὰ εἰρημένα, ἱκανῶς δ’ ἂν ἐπείσ"
candidat_proche,concept_kyrios_alex,Kyrios (κύριος),discusses Kyrios (κύριος)?,0.75,passage_aug_fulg_2,Augustine,Libellus Adversus Fulgentium Donatistam,Augu. 2,lat,"haec ergo ex lege aduersus legem, ex dei testamento aduersus dei testamentum, ex ueritatis fonte aduersus ueritatis fontem tam obice forte prima fronte sumpsisti, quasi possit ueritas a semet ipsa deuinci aut gloria luminis sua luce fuscari"
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.75,passage_arist_da_2_11,Aristotle,De anima,2.11,grc,"Περὶ δὲ τοῦ ἁπτοῦ καὶ ἁφῆς ὁ αὐτὸς λόγος. Εἰ γὰρ ἡ ἁφὴ μὴ μία ἐστὶν αἴσθησις ἀλλὰ πλείους, ἀναγκαῖον καὶ τὰ ἁπτὰ αἰσθητὰ πλείω εἶναι. Ἔχει δ’ ἀπορίαν πότερον πλείους εἰσὶν ἢ μία, καὶ τί τὸ αἰσθητήριον τὸ τοῦ ἁπτοῦ ἁπτικόν, πότερον ἡ σὰρξ κα"
candidat_proche,concept_theodicy_christian,Christian Theodicy,discusses Christian Theodicy?,0.75,passage_aug_dla_3_16_45,Augustine,De libero arbitrio,3.16.45,lat,"Deus autem nulli debet aliquid, quia omnia gratuito praestat. Et si quisquam dicet ab illo aliquid deberi meritis suis, certe ut esset, non ei debebatur. Non enim erat cui deberetur. Et tamen, quod meritum est converti ad eum ex quo es, ut "
candidat_proche,concept_source_vs_leeway_5c6d7e8f,Source vs. Leeway Freedom,discusses Source vs. Leeway Freedom?,0.75,passage_aug_civ_v_xxvi_s60,Augustine,De Civitate Dei,V.XXVI.4,lat,"Proinde iam etiam illis respondendum esse uideo, qui manifestissimis documentis, quibus ostenditur, quod ad ista temporalia, quae sola stulti habere concupiscunt, nihil deorum falsorum numerositas prosit, confutati atque conuicti connantur "
candidat_proche,concept_voluntas_y7z8a9b0,Will (Voluntas),discusses Will (Voluntas)?,0.75,passage_aug_dla_2_19_52,Augustine,De libero arbitrio,2.19.52,lat,"Voluntas ergo quae medium bonum est, cum inhaeret incommutabili bono, eique communi non proprio, sicuti est illa de qua multum locuti sumus, et nihil digne diximus, veritas; tenet homo beatam vitam: eaque ipsa vita beata, id est animi affec"
candidat_proche,concept_liberum_arbitrium_u3v4w5x6,Free Choice (Liberum Arbitrium),discusses Free Choice (Liberum Arbitrium)?,0.75,passage_alex_fat_21,Alexander of Aphrodisias,De Fato,De Fato 21,grc,"μηδὲ ἐκεῖνο δὲ ἡμῖν ἀνεξέταστον παραλελείφθω, εἴ τις ὑποθοῖτο, μηδὲν μᾶλλον ἀληθῆ εἶναι τὸ εἶναί τι οὕτως ἐφ’ ἡμῖν, ὡς ἡμεῖς τε ἀξιοῦμεν καὶ ἡ τῶν πραγμάτων φύσις ἔχειν μαρτυρεῖ, τοῦ πάντα ἐξ ἀνάγκης τε γίνεσθαι καὶ καθ’ εἱμαρμένην, ἀλλ’ εἶ"
candidat_proche,concept_libertas_indifferentiae_4f8a9b57,Liberty of Indifference (Libertas Indifferen,discusses Liberty of Indifference (Libertas Indifferen?,0.75,passage_alex_fat_28,Alexander of Aphrodisias,De Fato,De Fato 28,grc,"οἱ δὲ φάσκοντες ἐξ ἀνάγκης ἡμᾶς εἶναί τε καὶ γίνεσθαι τοιούτους, καὶ μὴ καταλιπόντες ἡμῖν τὴν ἐξουσίαν τοῦ ταῦτα πράττειν τε καὶ μή, δι’ ὧν ἂν τοιοῦτοι γενοίμεθα, καὶ διὰ τοῦτο μήτε τοῖς κακοῖς γινομένοις ἐξεῖναι μὴ ταῦτα πράττειν, ἃ πράττο"
