concept_id,concept_label,question,probability,passage_id,auteur,oeuvre,ref,langue,extrait
concept_tuche_chance_alex,Alexandrian Definition of Chance (τύχη),discusses Alexandrian Definition of Chance (τύχη)?,0.26,passage_alex_fat_9,Alexander of Aphrodisias,De Fato,De Fato 9,grc,"Καὶ τοιαῦτα μὲν τὰ περὶ τῆς τύχης ὑπ’ αὐτῶν λεγόμενα καὶ οὕτως τοῖς κειμένοις συνᾴδοντα· ὅτι δὲ καὶ τὸ ἐνδεχόμενόν τε καὶ τὸ ὁπότερ’ ἔτυχεν γίνεσθαί τινα ὑπὸ τῶν πάντα ἐξ ἀνάγκης γίνεσθαι λεγόντων ἀναιρεῖται, αὐτόθεν πρόδηλον, εἴ γε ταῦτα μ"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.26,passage_alex_fat_28,Alexander of Aphrodisias,De Fato,De Fato 28,grc,"οἱ δὲ φάσκοντες ἐξ ἀνάγκης ἡμᾶς εἶναί τε καὶ γίνεσθαι τοιούτους, καὶ μὴ καταλιπόντες ἡμῖν τὴν ἐξουσίαν τοῦ ταῦτα πράττειν τε καὶ μή, δι’ ὧν ἂν τοιοῦτοι γενοίμεθα, καὶ διὰ τοῦτο μήτε τοῖς κακοῖς γινομένοις ἐξεῖναι μὴ ταῦτα πράττειν, ἃ πράττο"
concept_kyrios_alex,Kyrios (κύριος),discusses Kyrios (κύριος)?,0.27,passage_alex_fat_8,Alexander of Aphrodisias,De Fato,De Fato 8,grc,"Λέγεται δὴ πρὸς ἁπάντων ἀνθρώπων κοιναῖς τε καὶ φυσικαῖς ἐννοίαις ἐμμενόντων ταῦτα ἀπὸ τύχης τε καὶ τοῦ αὐτομάτου γίνεσθαι, ἃ αἰτίαις ἄλλων τινῶν ποιητικαῖς προηγουμέναις ἐπιγίνεται. ὅταν γὰρ ἄλλου τινὸς χάριν γινομένῳ τινὶ μὴ τοῦτο ἀπαντήσ"
concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν),discusses To Eph' Hêmin (Τὸ ἐφ' ἡμῖν)?,0.27,passage_alex_fat_31,Alexander of Aphrodisias,De Fato,De Fato 31,grc,"ἀλλ’ οὐδὲ ἀφαιρούμεθα τῶν ἀνθρώπων τὸ ἀπὸ μαντικῆς χρήσιμον, ὃ γίνεται τῷ δύνασθαί τινα καὶ φυλάξασθαί τι, μὴ φυλαξάμενον ἂν μὴ συμβουλεύσαντος τοῦ θεοῦ· οἱ δὲ ὑμνοῦντες τὴν μαντικὴν καὶ κατὰ τὸν αὐτῶν λόγον μόνον σώζεσθαι λέγοντες αὐτήν, κ"
concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν),discusses To Eph' Hêmin (Τὸ ἐφ' ἡμῖν)?,0.27,passage_alex_fat_9,Alexander of Aphrodisias,De Fato,De Fato 9,grc,"Καὶ τοιαῦτα μὲν τὰ περὶ τῆς τύχης ὑπ’ αὐτῶν λεγόμενα καὶ οὕτως τοῖς κειμένοις συνᾴδοντα· ὅτι δὲ καὶ τὸ ἐνδεχόμενόν τε καὶ τὸ ὁπότερ’ ἔτυχεν γίνεσθαί τινα ὑπὸ τῶν πάντα ἐξ ἀνάγκης γίνεσθαι λεγόντων ἀναιρεῖται, αὐτόθεν πρόδηλον, εἴ γε ταῦτα μ"
concept_voluntas_y7z8a9b0,Will (Voluntas),discusses Will (Voluntas)?,0.27,passage_aug_lib_arb_2_16_43,Augustine,De Libero Arbitrio,2.16.43,lat,"Vae qui derelinquunt te ducem, et oberrant in vestigiis tuis, qui nutus tuos pro te amant, et obliviscuntur quid innuas, o suavissima lux purgatae mentis sapientia! non enim cessas innuere nobis quae et quanta sis; et nutus tui sunt omne cr"
concept_saving_teaching_alex,Saving Teaching (Alexander),discusses Saving Teaching (Alexander)?,0.28,passage_alex_fat_31,Alexander of Aphrodisias,De Fato,De Fato 31,grc,"ἀλλ’ οὐδὲ ἀφαιρούμεθα τῶν ἀνθρώπων τὸ ἀπὸ μαντικῆς χρήσιμον, ὃ γίνεται τῷ δύνασθαί τινα καὶ φυλάξασθαί τι, μὴ φυλαξάμενον ἂν μὴ συμβουλεύσαντος τοῦ θεοῦ· οἱ δὲ ὑμνοῦντες τὴν μαντικὴν καὶ κατὰ τὸν αὐτῶν λόγον μόνον σώζεσθαι λέγοντες αὐτήν, κ"
concept_boule_practical_wisdom,Βουλή,discusses Βουλή?,0.28,passage_alex_fat_20,Alexander of Aphrodisias,De Fato,De Fato 20,grc,"ἀλλ’ ὅτι μὲν καὶ ἔστι τι ἐφ’ ἡμῖν ὀνομάσαι, καὶ οὐ διὰ τὴν ἐξουσίαν ταύτην ἀναιτίως τι γίνεται, τῷ τῶν οὕτως γινομένων αἴτιον τὸν ἄνθρωπον εἶναι, ἀρχὴν αὐτὸν ὄντα τῶν γινομένων ὑφ’ αὑτοῦ, ἱκανὰ μὲν δεῖξαι καὶ τὰ εἰρημένα, ἱκανῶς δ’ ἂν ἐπείσ"
concept_boule_practical_wisdom,Βουλή,discusses Βουλή?,0.29,passage_alex_fat_30,Alexander of Aphrodisias,De Fato,De Fato 30,grc,τὸ δὲ λέγειν εὔλογον εἶναι τοὺς θεοὺς τὰ ἐσό μενα προειδέναι (ἄτοπον γὰρ τὸ λέγειν ἐκείνους ἀγνοεῖν τι τῶν ἐσομένων) καὶ τοῦτο λαμβάνοντας κατασκευάζειν πειρᾶσθαι δι’ αὐτοῦ τὸ πάντα ἐξ ἀνάγκης τε γίνεσθαι καὶ καθ’ εἱμαρμένην οὔτε ἀληθὲς οὔτ
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.3,passage_alex_fat_5,Alexander of Aphrodisias,De Fato,De Fato 5,grc,"τούτων δ’ οὕτως ἐχόντων καὶ πάντων τῶν γινομένων εἰς τούτους τοὺς τρόπους νενεμημένων ἀκόλουθον ἐπὶ τούτοις ἰδεῖν, ἐν ποίῳ τῶν ποιητικῶν αἰτίων χρὴ τιθέναι τὴν εἱμαρμένην. ἆρά γε ἐν τοῖς οὐδενὸς γινομένοις χάριν; ἢ τοῦτο μὲν παντάπασιν ἄλογ"
concept_boule_practical_wisdom,Βουλή,discusses Βουλή?,0.3,passage_alex_fat_31,Alexander of Aphrodisias,De Fato,De Fato 31,grc,"ἀλλ’ οὐδὲ ἀφαιρούμεθα τῶν ἀνθρώπων τὸ ἀπὸ μαντικῆς χρήσιμον, ὃ γίνεται τῷ δύνασθαί τινα καὶ φυλάξασθαί τι, μὴ φυλαξάμενον ἂν μὴ συμβουλεύσαντος τοῦ θεοῦ· οἱ δὲ ὑμνοῦντες τὴν μαντικὴν καὶ κατὰ τὸν αὐτῶν λόγον μόνον σώζεσθαι λέγοντες αὐτήν, κ"
concept_prohairesis_alex,Prohairesis (προαίρεσις),discusses Prohairesis (προαίρεσις)?,0.3,passage_alex_fat_1,Alexander of Aphrodisias,De Fato,De Fato 1,grc,"Ἦν μὲν δι’ εὐχῆς μοι, μέγιστοι αὐτοκράτορες ΔΣεβῆρε καὶ Ἀντωνῖνε, αὐτῷ γενομένῳ παρ’ ὑμῖν ἰδεῖν τε ὑμᾶς καὶ προσειπεῖν καὶ καθομολογῆσαι χάριν ἀνθ’ ὧν ἔπαθον εὖ παρ’ ὑμῶν πολλάκις, αἰεὶ τυχών πάντων ὧν ἠξίωσα μετὰ μαρτυρίας ἧς δίκαιος εἶναι"
concept_hekousion_voluntary_aristotle_a1b2c3d4,Hekousion (Ἑκούσιον),discusses Hekousion (Ἑκούσιον)?,0.3,passage_aristotle_en_iii_5_1114b1,Aristotle,Nicomachean Ethics,"EN III.5, 1114b1-12 (Character responsibility)",grc,"εἰ δέ τις λέγοι ὅτι πάντες ἐφίενται τοῦ φαινομένου ἀγαθοῦ, τῆς δὲ φαντασίας οὐ κύριοι, ἀλλ' ὁποῖός ποθ' ἕκαστός ἐστι, τοιοῦτο καὶ τὸ τέλος φαίνεται αὐτῷ [...] εἰ δ' ἕκαστος ἑαυτῷ πώς ἐστι αἴτιος τῆς ἕξεως, καὶ τῆς φαντασίας ἔσται πως αὐτὸς "
